#i E KE PE T dT P Cv R2
10.598913 -0.038696 0.014356 -0.053052 123.611782 0.002022 0.061666 240.938530 0.648733
10.616786 -0.038698 0.014518 -0.053216 123.594563 0.002031 0.061698 241.444248 0.649778
10.634660 -0.038699 0.014811 -0.053510 123.581241 0.002035 0.061722 241.674395 0.650812
10.652533 -0.038701 0.015196 -0.053896 123.572997 0.002035 0.061735 241.646054 0.651837
10.670406 -0.038702 0.015636 -0.054338 123.570528 0.002031 0.061738 241.466175 0.652853
10.688280 -0.038706 0.016085 -0.054791 123.573915 0.002028 0.061728 241.288281 0.653864
10.706153 -0.038713 0.016461 -0.055174 123.582190 0.002027 0.061710 241.232010 0.654868
10.724027 -0.038717 0.016662 -0.055379 123.593046 0.002028 0.061687 241.284412 0.655866
10.741900 -0.038715 0.016624 -0.055339 123.603373 0.002029 0.061664 241.312796 0.656856
10.759773 -0.038709 0.016372 -0.055081 123.610409 0.002027 0.061649 241.217067 0.657839
10.777647 -0.038701 0.016006 -0.054708 123.612690 0.002024 0.061643 241.029525 0.658817
10.795520 -0.038696 0.015641 -0.054337 123.610245 0.002021 0.061647 240.853663 0.659791
10.813393 -0.038695 0.015359 -0.054054 123.604182 0.002019 0.061659 240.756172 0.660769
10.831267 -0.038696 0.015197 -0.053893 123.596050 0.002019 0.061677 240.730793 0.661758
10.849140 -0.038699 0.015142 -0.053841 123.587237 0.002019 0.061698 240.733934 0.662764
10.867014 -0.038701 0.015154 -0.053855 123.578611 0.002019 0.061720 240.729771 0.663797
10.884887 -0.038700 0.015203 -0.053903 123.570636 0.002018 0.061741 240.700072 0.664860
10.902760 -0.038700 0.015282 -0.053982 123.563698 0.002017 0.061762 240.633227 0.665959
10.920634 -0.038702 0.015388 -0.054090 123.558135 0.002015 0.061780 240.524651 0.667094
10.938507 -0.038706 0.015491 -0.054196 123.553897 0.002013 0.061796 240.384192 0.668265
10.956380 -0.038709 0.015539 -0.054248 123.550287 0.002010 0.061811 240.231879 0.669468
10.974254 -0.038711 0.015486 -0.054198 123.546023 0.002008 0.061827 240.093523 0.670701
10.992127 -0.038711 0.015315 -0.054025 123.539595 0.002006 0.061847 240.013683 0.671958
11.010001 -0.038710 0.015039 -0.053749 123.529700 0.002007 0.061874 240.072514 0.673238
11.027874 -0.038711 0.014686 -0.053397 123.515383 0.002013 0.061909 240.390338 0.674536
11.045747 -0.038708 0.014283 -0.052992 123.496025 0.002026 0.061953 241.118501 0.675851
11.063621 -0.038700 0.013899 -0.052599 123.471891 0.002047 0.062005 242.355749 0.677180
11.081494 -0.038693 0.013665 -0.052358 123.444890 0.002074 0.062062 243.967548 0.678524
11.099367 -0.038690 0.013700 -0.052391 123.418419 0.002100 0.062117 245.532332 0.679881
11.117241 -0.038694 0.014039 -0.052733 123.396283 0.002117 0.062162 246.585574 0.681250
11.135114 -0.038702 0.014618 -0.053321 123.381465 0.002124 0.062192 246.957095 0.682626
11.152988 -0.038713 0.015285 -0.053998 123.375022 0.002122 0.062205 246.867197 0.684008
11.170861 -0.038721 0.015852 -0.054573 123.375676 0.002119 0.062202 246.660480 0.685392
11.188734 -0.038723 0.016183 -0.054905 123.380444 0.002116 0.062188 246.501907 0.686773
11.206608 -0.038718 0.016238 -0.054956 123.385888 0.002114 0.062172 246.360104 0.688150
11.224481 -0.038708 0.016092 -0.054800 123.389497 0.002111 0.062156 246.181382 0.689521
11.242355 -0.038702 0.015888 -0.054590 123.390567 0.002107 0.062143 245.979145 0.690886
11.260228 -0.038709 0.015709 -0.054418 123.389420 0.002104 0.062134 245.782885 0.692244
11.278101 -0.038715 0.015498 -0.054214 123.385672 0.002102 0.062130 245.624743 0.693597
11.295975 -0.038708 0.015215 -0.053923 123.378445 0.002101 0.062132 245.570092 0.694944
11.313848 -0.038695 0.014978 -0.053673 123.368319 0.002102 0.062140 245.648268 0.696287
11.331721 -0.038694 0.014961 -0.053655 123.358012 0.002103 0.062149 245.736775 0.697623
11.349595 -0.038708 0.015167 -0.053875 123.350265 0.002103 0.062155 245.704270 0.698952
11.367468 -0.038714 0.015417 -0.054131 123.345610 0.002101 0.062156 245.569286 0.700269
11.385342 -0.038709 0.015592 -0.054301 123.343111 0.002098 0.062154 245.391757 0.701571
11.403215 -0.038704 0.015709 -0.054413 123.342052 0.002095 0.062150 245.199222 0.702851
11.421088 -0.038702 0.015819 -0.054521 123.342342 0.002091 0.062145 245.002239 0.704107
11.438962 -0.038701 0.015949 -0.054650 123.344212 0.002088 0.062139 244.811584 0.705338
11.456835 -0.038702 0.016103 -0.054805 123.347946 0.002085 0.062131 244.644421 0.706546
11.474708 -0.038706 0.016255 -0.054961 123.353519 0.002083 0.062121 244.517553 0.707736
11.492582 -0.038709 0.016351 -0.055061 123.360238 0.002082 0.062111 244.424702 0.708914
11.510455 -0.038710 0.016341 -0.055051 123.366814 0.002080 0.062103 244.328001 0.710087
11.528329 -0.038709 0.016213 -0.054923 123.371824 0.002078 0.062099 244.189304 0.711262
11.546202 -0.038707 0.015994 -0.054702 123.374178 0.002075 0.062102 244.007264 0.712445
11.564075 -0.038704 0.015735 -0.054440 123.373403 0.002071 0.062111 243.819858 0.713644
11.581949 -0.038702 0.015501 -0.054203 123.369810 0.002069 0.062125 243.670056 0.714864
11.599822 -0.038703 0.015343 -0.054046 123.364329 0.002067 0.062143 243.568056 0.716107
11.617695 -0.038707 0.015262 -0.053969 123.357895 0.002066 0.062163 243.497381 0.717377
11.635569 -0.038712 0.015209 -0.053921 123.350847 0.002065 0.062183 243.449495 0.718673
11.653442 -0.038716 0.015117 -0.053833 123.342717 0.002065 0.062204 243.446060 0.719996
11.671316 -0.038713 0.014942 -0.053655 123.332521 0.002067 0.062227 243.543636 0.721345
11.689189 -0.038697 0.014756 -0.053453 123.320144 0.002071 0.062253 243.772039 0.722717
11.707062 -0.038685 0.014773 -0.053458 123.308004 0.002074 0.062276 243.986110 0.724112
11.724936 -0.038696 0.015122 -0.053818 123.300045 0.002074 0.062291 243.976812 0.725527
11.742809 -0.038709 0.015666 -0.054375 123.298570 0.002071 0.062294 243.797862 0.726957
11.760682 -0.038713 0.016197 -0.054910 123.303389 0.002069 0.062284 243.661277 0.728398
11.778556 -0.038715 0.016601 -0.055316 123.312978 0.002069 0.062266 243.692672 0.729845
11.796429 -0.038716 0.016820 -0.055536 123.325127 0.002072 0.062243 243.863112 0.731289
11.814303 -0.038714 0.016825 -0.055539 123.337295 0.002075 0.062220 244.035364 0.732722
11.832176 -0.038710 0.016637 -0.055347 123.347210 0.002076 0.062203 244.083893 0.734134
11.850049 -0.038709 0.016309 -0.055018 123.353238 0.002074 0.062194 243.979936 0.735514
11.867923 -0.038711 0.015878 -0.054589 123.354189 0.002071 0.062195 243.794862 0.736853
11.885796 -0.038709 0.015364 -0.054073 123.349112 0.002069 0.062208 243.687146 0.738147
11.903669 -0.038700 0.014831 -0.053531 123.337808 0.002072 0.062232 243.857773 0.739395
11.921543 -0.038690 0.014428 -0.053118 123.321823 0.002081 0.062266 244.372731 0.740603
11.939416 -0.038689 0.014305 -0.052994 123.304460 0.002091 0.062303 245.014602 0.741775
11.957290 -0.038696 0.014484 -0.053180 123.289228 0.002099 0.062335 245.472004 0.742916
11.975163 -0.038703 0.014856 -0.053559 123.278372 0.002101 0.062360 245.618953 0.744028
11.993036 -0.038708 0.015289 -0.053997 123.272585 0.002100 0.062375 245.531419 0.745112
12.010910 -0.038710 0.015682 -0.054392 123.271370 0.002097 0.062381 245.349860 0.746173
12.028783 -0.038711 0.015968 -0.054679 123.273469 0.002094 0.062380 245.170153 0.747217
12.046657 -0.038712 0.016108 -0.054821 123.277190 0.002091 0.062376 245.013095 0.748253
12.064530 -0.038710 0.016096 -0.054806 123.280751 0.002089 0.062371 244.854048 0.749290
12.082403 -0.038704 0.015972 -0.054675 123.282875 0.002086 0.062368 244.676916 0.750336
12.100277 -0.038697 0.015835 -0.054533 123.283419 0.002083 0.062368 244.492568 0.751392
12.118150 -0.038698 0.015773 -0.054471 123.283248 0.002080 0.062367 244.309772 0.752462
12.136023 -0.038702 0.015786 -0.054488 123.283224 0.002077 0.062367 244.127415 0.753542
12.153897 -0.038704 0.015825 -0.054528 123.283644 0.002074 0.062365 243.945443 0.754629
12.171770 -0.038706 0.015854 -0.054560 123.284404 0.002071 0.062361 243.764664 0.755718
12.189644 -0.038709 0.015842 -0.054551 123.285015 0.002067 0.062358 243.584439 0.756806
12.207517 -0.038707 0.015762 -0.054469 123.284720 0.002064 0.062356 243.406045 0.757890
12.225390 -0.038696 0.015672 -0.054368 123.283396 0.002062 0.062354 243.234903 0.758972
12.243264 -0.038687 0.015722 -0.054409 123.282640 0.002059 0.062352 243.060248 0.760055
12.261137 -0.038693 0.016018 -0.054711 123.285257 0.002056 0.062342 242.896431 0.761145
12.279010 -0.038706 0.016487 -0.055193 123.293187 0.002055 0.062324 242.872211 0.762248
12.296884 -0.038717 0.016934 -0.055650 123.306158 0.002060 0.062296 243.120135 0.763371
12.314757 -0.038720 0.017197 -0.055917 123.322071 0.002068 0.062264 243.591351 0.764520
12.332631 -0.038717 0.017223 -0.055940 123.338233 0.002076 0.062232 244.085670 0.765697
12.350504 -0.038713 0.017050 -0.055763 123.352388 0.002082 0.062205 244.421211 0.766906
12.368377 -0.038710 0.016749 -0.055459 123.363115 0.002083 0.062185 244.532787 0.768146
12.386251 -0.038708 0.016394 -0.055101 123.369813 0.002082 0.062173 244.461922 0.769418
12.404124 -0.038709 0.016029 -0.054738 123.372397 0.002079 0.062170 244.295983 0.770724
12.421997 -0.038709 0.015667 -0.054376 123.370915 0.002077 0.062176 244.126751 0.772064
12.439871 -0.038702 0.015345 -0.054047 123.365828 0.002075 0.062189 244.029966 0.773440
12.457744 -0.038696 0.015163 -0.053859 123.358713 0.002075 0.062206 244.005262 0.774850
12.475618 -0.038701 0.015191 -0.053892 123.351935 0.002074 0.062223 243.967559 0.776293
12.493491 -0.038710 0.015369 -0.054078 123.347158 0.002072 0.062238 243.863215 0.777767
12.511364 -0.038715 0.015567 -0.054281 123.344600 0.002070 0.062249 243.710522 0.779265
12.529238 -0.038718 0.015686 -0.054404 123.343382 0.002067 0.062258 243.542020 0.780777
12.547111 -0.038717 0.015673 -0.054390 123.342015 0.002064 0.062268 243.375590 0.782293
12.564984 -0.038712 0.015529 -0.054241 123.339058 0.002062 0.062282 243.231812 0.783801
12.582858 -0.038706 0.015325 -0.054031 123.333851 0.002060 0.062299 243.143358 0.785292
12.600731 -0.038701 0.015153 -0.053854 123.326758 0.002060 0.062319 243.122718 0.786760
12.618605 -0.038698 0.015084 -0.053782 123.318916 0.002060 0.062342 243.134747 0.788202
12.636478 -0.038701 0.015138 -0.053839 123.311695 0.002060 0.062363 243.120306 0.789614
12.654351 -0.038708 0.015267 -0.053975 123.305915 0.002058 0.062381 243.051966 0.790997
12.672225 -0.038713 0.015370 -0.054083 123.301285 0.002057 0.062398 242.948913 0.792352
12.690098 -0.038716 0.015361 -0.054077 123.296571 0.002055 0.062414 242.848723 0.793679
12.707971 -0.038719 0.015197 -0.053916 123.290069 0.002054 0.062434 242.807915 0.794982
12.725845 -0.038719 0.014853 -0.053572 123.279818 0.002057 0.062460 242.948451 0.796262
12.743718 -0.038708 0.014370 -0.053079 123.264316 0.002066 0.062496 243.475705 0.797527
12.761592 -0.038693 0.013925 -0.052618 123.243997 0.002083 0.062540 244.499602 0.798785
12.779465 -0.038687 0.013739 -0.052426 123.221699 0.002104 0.062588 245.776888 0.800043
12.797338 -0.038694 0.013891 -0.052584 123.201120 0.002122 0.062633 246.853519 0.801307
12.815212 -0.038705 0.014281 -0.052987 123.184848 0.002132 0.062670 247.471445 0.802581
12.833085 -0.038714 0.014733 -0.053447 123.173525 0.002135 0.062698 247.685594 0.803866
12.850958 -0.038714 0.015108 -0.053822 123.166300 0.002135 0.062720 247.670796 0.805165
12.868832 -0.038710 0.015377 -0.054087 123.162009 0.002133 0.062736 247.551918 0.806486
12.886705 -0.038708 0.015584 -0.054292 123.159971 0.002131 0.062749 247.387375 0.807847
12.904579 -0.038710 0.015750 -0.054461 123.159733 0.002128 0.062759 247.207821 0.809267
12.922452 -0.038713 0.015840 -0.054553 123.160467 0.002125 0.062768 247.028380 0.810769
12.940325 -0.038710 0.015827 -0.054537 123.161052 0.002122 0.062778 246.849439 0.812372
12.958199 -0.038707 0.015738 -0.054445 123.160687 0.002119 0.062790 246.672633 0.814089
12.976072 -0.038706 0.015628 -0.054333 123.159134 0.002116 0.062804 246.505678 0.815924
12.993946 -0.038706 0.015516 -0.054222 123.156384 0.002114 0.062820 246.356902 0.817875
13.011819 -0.038704 0.015407 -0.054111 123.152480 0.002112 0.062837 246.233510 0.819929
13.029692 -0.038697 0.015348 -0.054045 123.147948 0.002110 0.062854 246.127458 0.822070
13.047566 -0.038692 0.015426 -0.054118 123.144264 0.002108 0.062868 245.999879 0.824275
13.065439 -0.038694 0.015713 -0.054407 123.143655 0.002105 0.062875 245.828083 0.826523
13.083312 -0.038704 0.016175 -0.054879 123.147964 0.002103 0.062871 245.699884 0.828790
13.101186 -0.038717 0.016650 -0.055367 123.157318 0.002104 0.062856 245.762949 0.831054
13.119059 -0.038723 0.016954 -0.055676 123.169876 0.002108 0.062833 246.025273 0.833293
13.136933 -0.038722 0.016982 -0.055704 123.182700 0.002113 0.062809 246.307855 0.835490
13.154806 -0.038715 0.016740 -0.055455 123.192920 0.002115 0.062788 246.420074 0.837631
13.172679 -0.038705 0.016326 -0.055031 123.198732 0.002113 0.062774 246.333581 0.839715
13.190553 -0.038697 0.015890 -0.054586 123.199919 0.002110 0.062768 246.161866 0.841749
13.208426 -0.038694 0.015561 -0.054255 123.197636 0.002108 0.062768 246.009256 0.843741
13.226299 -0.038696 0.015392 -0.054088 123.193575 0.002106 0.062772 245.894210 0.845702
13.244173 -0.038700 0.015356 -0.054055 123.189147 0.002104 0.062776 245.789669 0.847640
13.262046 -0.038703 0.015393 -0.054096 123.185122 0.002102 0.062781 245.674775 0.849562
13.279920 -0.038705 0.015446 -0.054151 123.181669 0.002100 0.062784 245.546627 0.851474
13.297793 -0.038705 0.015481 -0.054186 123.178589 0.002098 0.062788 245.411092 0.853380
13.315666 -0.038702 0.015496 -0.054198 123.175673 0.002096 0.062791 245.272913 0.855282
13.333540 -0.038698 0.015530 -0.054228 123.173121 0.002093 0.062793 245.128697 0.857183
13.351413 -0.038698 0.015634 -0.054332 123.171657 0.002091 0.062794 244.969963 0.859081
13.369286 -0.038703 0.015807 -0.054510 123.171999 0.002088 0.062792 244.802220 0.860976
13.387160 -0.038706 0.015991 -0.054698 123.174262 0.002085 0.062787 244.646042 0.862866
13.405033 -0.038705 0.016147 -0.054851 123.178137 0.002083 0.062779 244.516506 0.864751
13.422907 -0.038703 0.016287 -0.054990 123.183455 0.002082 0.062769 244.423875 0.866628
13.440780 -0.038707 0.016416 -0.055123 123.190103 0.002081 0.062757 244.376154 0.868497
13.458653 -0.038710 0.016487 -0.055197 123.197469 0.002080 0.062744 244.357251 0.870354
13.476527 -0.038709 0.016450 -0.055159 123.204428 0.002080 0.062732 244.322352 0.872198
13.494400 -0.038705 0.016309 -0.055015 123.209918 0.002078 0.062724 244.236577 0.874027
13.512273 -0.038703 0.016105 -0.054808 123.213282 0.002076 0.062721 244.099728 0.875840
13.530147 -0.038701 0.015871 -0.054572 123.214229 0.002073 0.062723 243.937401 0.877636
13.548020 -0.038700 0.015644 -0.054344 123.212833 0.002071 0.062730 243.783517 0.879417
13.565894 -0.038703 0.015446 -0.054148 123.209408 0.002069 0.062742 243.663346 0.881183
13.583767 -0.038704 0.015268 -0.053973 123.204172 0.002068 0.062758 243.593883 0.882938
13.601640 -0.038699 0.015125 -0.053824 123.197480 0.002067 0.062778 243.579404 0.884679
13.619514 -0.038698 0.015085 -0.053783 123.190398 0.002067 0.062799 243.582144 0.886408
13.637387 -0.038706 0.015157 -0.053862 123.184066 0.002067 0.062818 243.553813 0.888121
13.655260 -0.038707 0.015251 -0.053958 123.178717 0.002066 0.062836 243.489640 0.889821
13.673134 -0.038701 0.015340 -0.054041 123.174288 0.002064 0.062851 243.397218 0.891509
13.691007 -0.038694 0.015497 -0.054191 123.171464 0.002062 0.062862 243.267300 0.893194
13.708881 -0.038693 0.015807 -0.054500 123.171803 0.002059 0.062865 243.108177 0.894886
13.726754 -0.038702 0.016272 -0.054974 123.176863 0.002058 0.062859 243.016528 0.896597
13.744627 -0.038715 0.016751 -0.055466 123.186767 0.002060 0.062843 243.132835 0.898338
13.762501 -0.038721 0.017057 -0.055778 123.199750 0.002065 0.062820 243.455114 0.900118
13.780374 -0.038718 0.017104 -0.055823 123.213172 0.002071 0.062794 243.812735 0.901943
13.798248 -0.038713 0.016929 -0.055642 123.224787 0.002075 0.062771 244.038247 0.903814
13.816121 -0.038707 0.016634 -0.055341 123.233394 0.002076 0.062751 244.085874 0.905731
13.833994 -0.038699 0.016345 -0.055044 123.239071 0.002075 0.062736 244.012792 0.907689
13.851868 -0.038690 0.016217 -0.054906 123.243442 0.002073 0.062722 243.902938 0.909685
13.869741 -0.038690 0.016380 -0.055070 123.249444 0.002072 0.062704 243.841754 0.911712
13.887614 -0.038704 0.016811 -0.055515 123.259756 0.002074 0.062678 243.986233 0.913766
13.905488 -0.038719 0.017303 -0.056022 123.274972 0.002083 0.062641 244.503998 0.915841
13.923361 -0.038725 0.017624 -0.056349 123.293360 0.002097 0.062599 245.346054 0.917930
13.941235 -0.038721 0.017659 -0.056380 123.312055 0.002112 0.062555 246.228552 0.920029
13.959108 -0.038710 0.017449 -0.056160 123.328608 0.002122 0.062515 246.885262 0.922132
13.976981 -0.038702 0.017132 -0.055833 123.341949 0.002128 0.062480 247.250260 0.924232
13.994855 -0.038700 0.016827 -0.055527 123.352218 0.002131 0.062452 247.394504 0.926328
14.012728 -0.038702 0.016568 -0.055270 123.359886 0.002131 0.062430 247.397592 0.928415
14.030601 -0.038704 0.016329 -0.055034 123.365168 0.002129 0.062412 247.308608 0.930491
14.048475 -0.038705 0.016087 -0.054792 123.368030 0.002127 0.062401 247.163058 0.932556
14.066348 -0.038703 0.015840 -0.054543 123.368439 0.002124 0.062395 246.997947 0.934606
14.084222 -0.038698 0.015626 -0.054324 123.366726 0.002122 0.062394 246.846652 0.936639
14.102095 -0.038695 0.015513 -0.054208 123.363904 0.002120 0.062397 246.714142 0.938649
14.119968 -0.038700 0.015535 -0.054235 123.361306 0.002117 0.062400 246.577873 0.940633
14.137842 -0.038709 0.015622 -0.054332 123.359573 0.002115 0.062404 246.428516 0.942587
14.155715 -0.038715 0.015647 -0.054362 123.358088 0.002112 0.062408 246.276714 0.944509
14.173588 -0.038713 0.015531 -0.054244 123.355469 0.002110 0.062416 246.142549 0.946398
14.191462 -0.038706 0.015300 -0.054006 123.350580 0.002109 0.062428 246.067456 0.948256
14.209335 -0.038700 0.015046 -0.053746 123.343216 0.002109 0.062446 246.093840 0.950084
14.227209 -0.038701 0.014857 -0.053557 123.334016 0.002111 0.062468 246.220897 0.951888
14.245082 -0.038706 0.014741 -0.053447 123.323706 0.002115 0.062492 246.419705 0.953672
14.262955 -0.038708 0.014649 -0.053357 123.312521 0.002119 0.062517 246.681212 0.955440
14.280829 -0.038699 0.014585 -0.053284 123.300740 0.002124 0.062542 246.988904 0.957194
14.298702 -0.038694 0.014659 -0.053353 123.289711 0.002128 0.062566 247.241062 0.958937
14.316575 -0.038705 0.014921 -0.053626 123.281264 0.002130 0.062584 247.326578 0.960669
14.334449 -0.038718 0.015229 -0.053947 123.275832 0.002129 0.062597 247.271073 0.962393
14.352322 -0.038721 0.015402 -0.054122 123.272088 0.002127 0.062607 247.162424 0.964112
14.370196 -0.038716 0.015382 -0.054098 123.268159 0.002125 0.062616 247.059237 0.965829
14.388069 -0.038708 0.015231 -0.053938 123.262777 0.002124 0.062628 247.003294 0.967548
14.405942 -0.038700 0.015077 -0.053777 123.255924 0.002124 0.062643 247.009095 0.969273
14.423816 -0.038701 0.015033 -0.053734 123.248662 0.002125 0.062659 247.034882 0.971006
14.441689 -0.038710 0.015090 -0.053799 123.241966 0.002125 0.062673 247.034232 0.972748
14.459562 -0.038717 0.015134 -0.053851 123.235711 0.002124 0.062687 247.014490 0.974500
14.477436 -0.038716 0.015068 -0.053785 123.228841 0.002125 0.062702 247.022675 0.976260
14.495309 -0.038706 0.014912 -0.053618 123.220486 0.002126 0.062720 247.108148 0.978027
14.513183 -0.038694 0.014812 -0.053505 123.211185 0.002128 0.062739 247.250688 0.979796
14.531056 -0.038695 0.014914 -0.053610 123.202893 0.002130 0.062757 247.333462 0.981561
14.548929 -0.038705 0.015202 -0.053907 123.197377 0.002129 0.062768 247.285099 0.983318
14.566803 -0.038711 0.015535 -0.054246 123.195059 0.002127 0.062773 247.148171 0.985061
14.584676 -0.038712 0.015804 -0.054516 123.195317 0.002124 0.062773 246.988949 0.986787
14.602550 -0.038713 0.015958 -0.054671 123.197050 0.002122 0.062769 246.836853 0.988493
14.620423 -0.038710 0.015986 -0.054697 123.199044 0.002119 0.062764 246.687990 0.990179
14.638296 -0.038706 0.015920 -0.054626 123.200407 0.002117 0.062760 246.534068 0.991846
14.656170 -0.038704 0.015824 -0.054528 123.200846 0.002114 0.062757 246.377192 0.993496
14.674043 -0.038709 0.015724 -0.054433 123.200340 0.002111 0.062756 246.223073 0.995130
14.691916 -0.038714 0.015582 -0.054296 123.198482 0.002109 0.062758 246.082798 0.996748
14.709790 -0.038710 0.015364 -0.054074 123.194569 0.002108 0.062763 245.986205 0.998351
14.727663 -0.038697 0.015157 -0.053854 123.188704 0.002107 0.062773 245.956808 0.999940
14.745537 -0.038690 0.015134 -0.053824 123.182639 0.002107 0.062783 245.936012 1.001515
14.763410 -0.038700 0.015374 -0.054074 123.178850 0.002105 0.062790 245.837063 1.003079
14.781283 -0.038716 0.015730 -0.054445 123.178426 0.002103 0.062791 245.684973 1.004638
14.799157 -0.038721 0.015970 -0.054692 123.180269 0.002100 0.062789 245.539361 1.006196
14.817030 -0.038716 0.015988 -0.054704 123.182277 0.002098 0.062787 245.396053 1.007758
14.834903 -0.038707 0.015838 -0.054545 123.182870 0.002095 0.062788 245.244071 1.009331
14.852777 -0.038703 0.015639 -0.054341 123.181591 0.002093 0.062793 245.100688 1.010923
14.870650 -0.038703 0.015472 -0.054175 123.178747 0.002091 0.062801 244.982258 1.012543
14.888524 -0.038705 0.015349 -0.054054 123.174761 0.002089 0.062811 244.892287 1.014197
14.906397 -0.038706 0.015257 -0.053962 123.169924 0.002088 0.062823 244.829192 1.015891
14.924270 -0.038704 0.015202 -0.053905 123.164582 0.002088 0.062835 244.784468 1.017626
14.942144 -0.038699 0.015223 -0.053923 123.159454 0.002087 0.062848 244.732286 1.019404
14.960017 -0.038696 0.015389 -0.054085 123.155885 0.002085 0.062856 244.632519 1.021225
14.977890 -0.038703 0.015725 -0.054428 123.155447 0.002083 0.062859 244.485400 1.023091
14.995764 -0.038713 0.016129 -0.054842 123.158769 0.002081 0.062855 244.367041 1.025000
15.013637 -0.038717 0.016445 -0.055162 123.165017 0.002080 0.062846 244.335777 1.026955
15.031511 -0.038714 0.016590 -0.055304 123.172594 0.002081 0.062834 244.363034 1.028952
15.049384 -0.038710 0.016576 -0.055286 123.180021 0.002081 0.062822 244.383461 1.030988
15.067257 -0.038707 0.016450 -0.055157 123.186265 0.002080 0.062813 244.352997 1.033057
15.085131 -0.038705 0.016258 -0.054963 123.190719 0.002079 0.062807 244.262940 1.035152
15.103004 -0.038701 0.016050 -0.054751 123.193242 0.002077 0.062804 244.132463 1.037269
15.120877 -0.038697 0.015896 -0.054593 123.194343 0.002074 0.062804 243.988236 1.039404
15.138751 -0.038700 0.015858 -0.054557 123.195089 0.002072 0.062804 243.843060 1.041552
15.156624 -0.038710 0.015907 -0.054617 123.196288 0.002069 0.062802 243.700427 1.043705
15.174498 -0.038714 0.015938 -0.054653 123.197771 0.002067 0.062798 243.560267 1.045856
15.192371 -0.038700 0.015945 -0.054645 123.199316 0.002065 0.062793 243.421113 1.047995
15.210244 -0.038697 0.016104 -0.054801 123.202313 0.002063 0.062783 243.301466 1.050115
15.228118 -0.038716 0.016434 -0.055151 123.208326 0.002062 0.062767 243.266524 1.052211
15.245991 -0.038720 0.016712 -0.055432 123.216865 0.002064 0.062745 243.349210 1.054278
15.263864 -0.038716 0.016826 -0.055542 123.226425 0.002066 0.062721 243.491797 1.056317
15.281738 -0.038718 0.016777 -0.055495 123.235511 0.002068 0.062697 243.606315 1.058329
15.299611 -0.038720 0.016538 -0.055258 123.242400 0.002068 0.062678 243.608151 1.060318
15.317485 -0.038718 0.016102 -0.054820 123.245308 0.002066 0.062666 243.487708 1.062291
15.335358 -0.038711 0.015540 -0.054251 123.243101 0.002064 0.062663 243.365878 1.064254
15.353231 -0.038693 0.015026 -0.053719 123.236229 0.002064 0.062670 243.395590 1.066216
15.371105 -0.038682 0.014847 -0.053529 123.227746 0.002066 0.062681 243.511863 1.068184
15.388978 -0.038698 0.015146 -0.053844 123.221993 0.002066 0.062689 243.492426 1.070165
15.406851 -0.038711 0.015735 -0.054446 123.221588 0.002064 0.062688 243.351935 1.072163
15.424725 -0.038718 0.016362 -0.055080 123.226843 0.002063 0.062679 243.293064 1.074182
15.442598 -0.038722 0.016845 -0.055567 123.236451 0.002065 0.062662 243.443807 1.076226
15.460472 -0.038720 0.017088 -0.055809 123.248229 0.002070 0.062642 243.747687 1.078295
15.478345 -0.038717 0.017075 -0.055792 123.259860 0.002075 0.062623 244.041086 1.080391
15.496218 -0.038711 0.016848 -0.055559 123.269420 0.002078 0.062609 244.190230 1.082514
15.514092 -0.038702 0.016508 -0.055210 123.275903 0.002077 0.062600 244.177801 1.084664
15.531965 -0.038695 0.016194 -0.054889 123.279555 0.002076 0.062598 244.073612 1.086842
15.549839 -0.038695 0.016011 -0.054706 123.281557 0.002073 0.062600 243.941375 1.089048
15.567712 -0.038699 0.015973 -0.054672 123.283214 0.002071 0.062603 243.805998 1.091283
15.585585 -0.038706 0.016017 -0.054723 123.285264 0.002069 0.062607 243.675287 1.093549
15.603459 -0.038711 0.016051 -0.054762 123.287614 0.002067 0.062612 243.548941 1.095845
15.621332 -0.038711 0.016008 -0.054718 123.289569 0.002065 0.062618 243.418048 1.098169
15.639205 -0.038708 0.015884 -0.054592 123.290415 0.002062 0.062627 243.279236 1.100520
15.657079 -0.038707 0.015718 -0.054425 123.289785 0.002060 0.062640 243.142732 1.102893
15.674952 -0.038707 0.015539 -0.054246 123.287560 0.002058 0.062657 243.025354 1.105285
15.692826 -0.038704 0.015363 -0.054067 123.283778 0.002057 0.062677 242.943358 1.107691
15.710699 -0.038701 0.015236 -0.053936 123.278876 0.002056 0.062700 242.897103 1.110109
15.728572 -0.038704 0.015200 -0.053903 123.273665 0.002055 0.062724 242.862442 1.112534
15.746446 -0.038711 0.015219 -0.053930 123.268635 0.002055 0.062748 242.821427 1.114962
15.764319 -0.038714 0.015203 -0.053917 123.263478 0.002054 0.062772 242.785356 1.117385
15.782192 -0.038707 0.015125 -0.053832 123.257641 0.002054 0.062797 242.776608 1.119797
15.800066 -0.038697 0.015075 -0.053772 123.251375 0.002054 0.062822 242.786762 1.122190
15.817939 -0.038698 0.015170 -0.053869 123.245967 0.002054 0.062845 242.761176 1.124558
15.835813 -0.038710 0.015392 -0.054103 123.242525 0.002052 0.062864 242.672246 1.126897
15.853686 -0.038719 0.015585 -0.054304 123.240784 0.002050 0.062878 242.550064 1.129208
15.871559 -0.038717 0.015622 -0.054340 123.239376 0.002048 0.062891 242.424041 1.131494
15.889433 -0.038709 0.015519 -0.054228 123.237064 0.002046 0.062905 242.311762 1.133758
