#i E KE PE T dT P Cv R2
26.524092 -0.038701 0.016105 -0.054806 123.684422 0.002125 0.061977 247.015807 3.227355
26.541966 -0.038695 0.016035 -0.054730 123.685447 0.002123 0.061974 246.932678 3.232702
26.559839 -0.038694 0.016042 -0.054736 123.686512 0.002122 0.061970 246.850137 3.238068
26.577712 -0.038699 0.016142 -0.054842 123.688100 0.002121 0.061964 246.774887 3.243455
26.595586 -0.038706 0.016262 -0.054968 123.690313 0.002120 0.061957 246.712565 3.248866
26.613459 -0.038708 0.016311 -0.055019 123.692780 0.002119 0.061950 246.656897 3.254304
26.631333 -0.038705 0.016261 -0.054966 123.694984 0.002118 0.061942 246.594648 3.259772
26.649206 -0.038700 0.016159 -0.054859 123.696649 0.002116 0.061936 246.521327 3.265268
26.667079 -0.038698 0.016074 -0.054772 123.697870 0.002115 0.061930 246.441496 3.270792
26.684953 -0.038702 0.016036 -0.054738 123.698889 0.002114 0.061924 246.359580 3.276340
26.702826 -0.038707 0.016000 -0.054707 123.699720 0.002112 0.061918 246.276166 3.281911
26.720700 -0.038704 0.015924 -0.054628 123.700151 0.002111 0.061912 246.190765 3.287501
26.738573 -0.038693 0.015864 -0.054557 123.700269 0.002110 0.061907 246.105166 3.293109
26.756446 -0.038687 0.015953 -0.054640 123.700851 0.002108 0.061900 246.020708 3.298734
26.774320 -0.038692 0.016264 -0.054956 123.703053 0.002107 0.061890 245.959783 3.304377
26.792193 -0.038704 0.016717 -0.055421 123.707609 0.002108 0.061876 245.988454 3.310035
26.810066 -0.038713 0.017136 -0.055849 123.714339 0.002110 0.061857 246.158344 3.315709
26.827940 -0.038717 0.017369 -0.056087 123.722273 0.002115 0.061836 246.431094 3.321393
26.845813 -0.038718 0.017340 -0.056058 123.730044 0.002119 0.061816 246.689659 3.327081
26.863687 -0.038715 0.017045 -0.055759 123.736271 0.002121 0.061799 246.822643 3.332758
26.881560 -0.038706 0.016557 -0.055263 123.739960 0.002121 0.061787 246.810502 3.338407
26.899433 -0.038696 0.016029 -0.054725 123.740908 0.002120 0.061780 246.728131 3.344008
26.917307 -0.038695 0.015615 -0.054310 123.739705 0.002119 0.061779 246.653689 3.349543
26.935180 -0.038705 0.015334 -0.054039 123.737050 0.002118 0.061780 246.615979 3.355006
26.953053 -0.038712 0.015074 -0.053786 123.733052 0.002118 0.061784 246.634658 3.360400
26.970927 -0.038710 0.014747 -0.053457 123.727372 0.002120 0.061792 246.754690 3.365737
26.988800 -0.038703 0.014377 -0.053080 123.719785 0.002125 0.061804 247.031113 3.371032
27.006674 -0.038696 0.014057 -0.052753 123.710555 0.002132 0.061819 247.478803 3.376298
27.024547 -0.038692 0.013894 -0.052586 123.700498 0.002141 0.061835 248.027021 3.381550
27.042420 -0.038694 0.013948 -0.052642 123.690732 0.002149 0.061851 248.542125 3.386803
27.060294 -0.038701 0.014184 -0.052885 123.682197 0.002155 0.061864 248.918723 3.392066
27.078167 -0.038703 0.014522 -0.053226 123.675414 0.002159 0.061874 249.127849 3.397351
27.096040 -0.038704 0.014908 -0.053613 123.670626 0.002160 0.061880 249.190888 3.402663
27.113914 -0.038709 0.015308 -0.054017 123.667902 0.002159 0.061883 249.154179 3.408009
27.131787 -0.038716 0.015650 -0.054366 123.666938 0.002158 0.061882 249.073764 3.413395
27.149661 -0.038718 0.015845 -0.054563 123.666981 0.002157 0.061879 248.985638 3.418826
27.167534 -0.038714 0.015866 -0.054580 123.667127 0.002155 0.061877 248.897588 3.424307
27.185407 -0.038710 0.015760 -0.054470 123.666731 0.002154 0.061875 248.811722 3.429845
27.203281 -0.038707 0.015601 -0.054308 123.665521 0.002153 0.061876 248.735821 3.435442
27.221154 -0.038703 0.015453 -0.054155 123.663552 0.002152 0.061878 248.676570 3.441101
27.239027 -0.038698 0.015384 -0.054082 123.661232 0.002151 0.061881 248.627497 3.446820
27.256901 -0.038700 0.015451 -0.054151 123.659260 0.002150 0.061885 248.568608 3.452595
27.274774 -0.038709 0.015622 -0.054331 123.658166 0.002149 0.061887 248.491375 3.458419
27.292648 -0.038719 0.015763 -0.054482 123.657793 0.002147 0.061888 248.406236 3.464282
27.310521 -0.038721 0.015737 -0.054458 123.657287 0.002146 0.061891 248.322275 3.470171
27.328394 -0.038715 0.015508 -0.054222 123.655612 0.002145 0.061896 248.256681 3.476075
27.346268 -0.038704 0.015165 -0.053869 123.652190 0.002145 0.061905 248.249862 3.481979
27.364141 -0.038697 0.014856 -0.053553 123.647200 0.002146 0.061917 248.327960 3.487874
27.382014 -0.038694 0.014699 -0.053392 123.641413 0.002148 0.061931 248.461051 3.493752
27.399888 -0.038695 0.014736 -0.053431 123.635825 0.002150 0.061945 248.579953 3.499608
27.417761 -0.038700 0.014943 -0.053643 123.631298 0.002151 0.061958 248.630268 3.505439
27.435635 -0.038704 0.015246 -0.053951 123.628317 0.002150 0.061969 248.605254 3.511243
27.453508 -0.038710 0.015554 -0.054265 123.626906 0.002149 0.061976 248.534208 3.517021
27.471381 -0.038715 0.015767 -0.054482 123.626574 0.002148 0.061982 248.449319 3.522773
27.489255 -0.038714 0.015808 -0.054523 123.626454 0.002146 0.061988 248.363547 3.528500
27.507128 -0.038708 0.015687 -0.054395 123.625716 0.002145 0.061995 248.282554 3.534201
27.525002 -0.038704 0.015478 -0.054181 123.623920 0.002144 0.062004 248.220628 3.539878
27.542875 -0.038704 0.015252 -0.053956 123.620986 0.002144 0.062015 248.194714 3.545534
27.560748 -0.038702 0.015042 -0.053744 123.616993 0.002144 0.062027 248.216801 3.551173
27.578622 -0.038697 0.014892 -0.053588 123.612243 0.002145 0.062041 248.281764 3.556803
27.596495 -0.038696 0.014875 -0.053571 123.607414 0.002146 0.062054 248.351801 3.562427
27.614368 -0.038702 0.015004 -0.053705 123.603244 0.002147 0.062066 248.383563 3.568050
27.632242 -0.038706 0.015215 -0.053920 123.600143 0.002147 0.062074 248.364618 3.573674
27.650115 -0.038712 0.015421 -0.054133 123.598085 0.002146 0.062081 248.309960 3.579298
27.667989 -0.038717 0.015515 -0.054232 123.596508 0.002145 0.062085 248.243488 3.584922
27.685862 -0.038712 0.015438 -0.054150 123.594545 0.002144 0.062091 248.186519 3.590543
27.703735 -0.038702 0.015250 -0.053952 123.591634 0.002143 0.062097 248.160535 3.596159
27.721609 -0.038699 0.015069 -0.053768 123.587818 0.002143 0.062105 248.174729 3.601769
27.739482 -0.038703 0.014951 -0.053654 123.583415 0.002144 0.062114 248.220481 3.607374
27.757355 -0.038709 0.014855 -0.053563 123.578532 0.002145 0.062124 248.295280 3.612976
27.775229 -0.038710 0.014714 -0.053423 123.572946 0.002147 0.062135 248.417990 3.618582
27.793102 -0.038705 0.014521 -0.053226 123.566402 0.002151 0.062148 248.616168 3.624202
27.810976 -0.038696 0.014359 -0.053055 123.559053 0.002155 0.062162 248.887186 3.629843
27.828849 -0.038693 0.014350 -0.053042 123.551667 0.002159 0.062177 249.162436 3.635514
27.846722 -0.038701 0.014533 -0.053234 123.545210 0.002162 0.062190 249.354761 3.641219
27.864596 -0.038710 0.014807 -0.053517 123.540133 0.002164 0.062200 249.443364 3.646960
27.882469 -0.038713 0.015039 -0.053752 123.536220 0.002164 0.062209 249.463011 3.652735
27.900342 -0.038712 0.015167 -0.053879 123.532954 0.002164 0.062216 249.451804 3.658542
27.918216 -0.038709 0.015200 -0.053910 123.529858 0.002164 0.062224 249.433465 3.664376
27.936089 -0.038707 0.015175 -0.053882 123.526639 0.002164 0.062232 249.420459 3.670233
27.953963 -0.038706 0.015124 -0.053830 123.523168 0.002164 0.062241 249.418812 3.676108
27.971836 -0.038704 0.015068 -0.053772 123.519422 0.002164 0.062251 249.430571 3.681997
27.989709 -0.038702 0.015032 -0.053735 123.515506 0.002164 0.062262 249.451127 3.687896
28.007583 -0.038704 0.015032 -0.053737 123.511594 0.002164 0.062274 249.471611 3.693807
28.025456 -0.038707 0.015043 -0.053750 123.507740 0.002165 0.062286 249.489167 3.699730
28.043329 -0.038706 0.015039 -0.053745 123.503872 0.002165 0.062299 249.507568 3.705665
28.061203 -0.038704 0.015029 -0.053733 123.499958 0.002165 0.062311 249.528483 3.711618
28.079076 -0.038703 0.015043 -0.053746 123.496119 0.002166 0.062323 249.545624 3.717590
28.096950 -0.038699 0.015117 -0.053816 123.492653 0.002166 0.062334 249.544575 3.723588
28.114823 -0.038694 0.015306 -0.054001 123.490130 0.002165 0.062343 249.505292 3.729619
28.132696 -0.038697 0.015653 -0.054350 123.489328 0.002164 0.062348 249.425639 3.735686
28.150570 -0.038706 0.016102 -0.054807 123.490750 0.002162 0.062349 249.350153 3.741790
28.168443 -0.038711 0.016522 -0.055233 123.494253 0.002162 0.062345 249.336105 3.747928
28.186316 -0.038710 0.016818 -0.055528 123.499217 0.002163 0.062338 249.398548 3.754092
28.204190 -0.038705 0.016984 -0.055690 123.504996 0.002165 0.062329 249.515702 3.760268
28.222063 -0.038702 0.017067 -0.055769 123.511178 0.002167 0.062318 249.663229 3.766446
28.239937 -0.038701 0.017112 -0.055813 123.517573 0.002170 0.062307 249.827897 3.772611
28.257810 -0.038701 0.017140 -0.055841 123.524100 0.002173 0.062294 250.003649 3.778752
28.275683 -0.038702 0.017152 -0.055854 123.530678 0.002176 0.062282 250.183867 3.784859
28.293557 -0.038704 0.017129 -0.055833 123.537132 0.002178 0.062270 250.354260 3.790924
28.311430 -0.038704 0.017051 -0.055755 123.543195 0.002181 0.062258 250.493880 3.796941
28.329304 -0.038701 0.016925 -0.055626 123.548629 0.002182 0.062248 250.588053 3.802908
28.347177 -0.038700 0.016784 -0.055484 123.553364 0.002183 0.062239 250.637452 3.808827
28.365050 -0.038702 0.016650 -0.055352 123.557434 0.002183 0.062232 250.650234 3.814704
28.382924 -0.038706 0.016505 -0.055211 123.560785 0.002183 0.062226 250.629881 3.820549
28.400797 -0.038710 0.016303 -0.055012 123.563138 0.002182 0.062223 250.574619 3.826371
28.418670 -0.038707 0.016018 -0.054725 123.564091 0.002181 0.062222 250.492361 3.832180
28.436544 -0.038695 0.015721 -0.054416 123.563585 0.002179 0.062224 250.409232 3.837982
28.454417 -0.038691 0.015565 -0.054256 123.562316 0.002178 0.062228 250.336805 3.843781
28.472291 -0.038702 0.015602 -0.054304 123.561232 0.002177 0.062232 250.261270 3.849579
28.490164 -0.038711 0.015699 -0.054411 123.560623 0.002176 0.062235 250.179579 3.855373
28.508037 -0.038711 0.015715 -0.054426 123.560093 0.002174 0.062239 250.097284 3.861161
28.525911 -0.038706 0.015632 -0.054337 123.559155 0.002173 0.062243 250.019964 3.866940
28.543784 -0.038702 0.015509 -0.054211 123.557620 0.002172 0.062247 249.953756 3.872707
28.561657 -0.038703 0.015404 -0.054107 123.555571 0.002171 0.062253 249.900838 3.878458
28.579531 -0.038709 0.015310 -0.054019 123.553070 0.002171 0.062258 249.862523 3.884190
28.597404 -0.038711 0.015183 -0.053895 123.549952 0.002170 0.062264 249.848311 3.889900
28.615278 -0.038708 0.015024 -0.053732 123.546063 0.002171 0.062271 249.871317 3.895584
28.633151 -0.038711 0.014879 -0.053590 123.541473 0.002172 0.062279 249.934916 3.901244
28.651024 -0.038711 0.014745 -0.053456 123.536232 0.002174 0.062288 250.042107 3.906879
28.668898 -0.038700 0.014648 -0.053348 123.530530 0.002176 0.062297 250.183744 3.912493
28.686771 -0.038694 0.014730 -0.053425 123.525233 0.002178 0.062306 250.295391 3.918088
28.704644 -0.038705 0.015054 -0.053758 123.521513 0.002178 0.062311 250.309952 3.923670
28.722518 -0.038713 0.015494 -0.054207 123.519937 0.002177 0.062312 250.244974 3.929242
28.740391 -0.038709 0.015927 -0.054636 123.520466 0.002175 0.062309 250.160961 3.934812
28.758265 -0.038709 0.016335 -0.055044 123.522971 0.002175 0.062302 250.112298 3.940388
28.776138 -0.038715 0.016676 -0.055390 123.527125 0.002175 0.062292 250.132623 3.945981
28.794011 -0.038714 0.016864 -0.055579 123.532186 0.002176 0.062280 250.206273 3.951604
28.811885 -0.038709 0.016878 -0.055587 123.537307 0.002177 0.062268 250.283930 3.957273
28.829758 -0.038706 0.016767 -0.055473 123.541887 0.002178 0.062256 250.328229 3.962998
28.847631 -0.038704 0.016590 -0.055294 123.545603 0.002178 0.062246 250.327014 3.968792
28.865505 -0.038702 0.016386 -0.055088 123.548333 0.002177 0.062237 250.285926 3.974659
28.883378 -0.038700 0.016201 -0.054902 123.550164 0.002176 0.062230 250.219793 3.980600
28.901252 -0.038702 0.016062 -0.054764 123.551323 0.002175 0.062225 250.141945 3.986615
28.919125 -0.038701 0.015971 -0.054672 123.552038 0.002174 0.062220 250.059728 3.992703
28.936998 -0.038700 0.015937 -0.054637 123.552591 0.002172 0.062215 249.976664 3.998862
28.954872 -0.038704 0.015966 -0.054669 123.553281 0.002171 0.062211 249.894584 4.005095
28.972745 -0.038707 0.016006 -0.054714 123.554165 0.002170 0.062206 249.814263 4.011406
28.990618 -0.038707 0.016001 -0.054708 123.555022 0.002169 0.062201 249.733846 4.017799
29.008492 -0.038708 0.015929 -0.054637 123.555531 0.002167 0.062198 249.651199 4.024275
29.026365 -0.038710 0.015776 -0.054486 123.555306 0.002166 0.062196 249.568932 4.030833
29.044239 -0.038709 0.015522 -0.054232 123.553863 0.002165 0.062196 249.502943 4.037468
29.062112 -0.038702 0.015199 -0.053900 123.550867 0.002165 0.062199 249.486133 4.044174
29.079985 -0.038692 0.014925 -0.053616 123.546563 0.002165 0.062205 249.535698 4.050944
29.097859 -0.038689 0.014838 -0.053527 123.541848 0.002167 0.062212 249.610888 4.057768
29.115732 -0.038694 0.014975 -0.053669 123.537793 0.002167 0.062217 249.646289 4.064634
29.133605 -0.038698 0.015265 -0.053963 123.535133 0.002167 0.062220 249.616379 4.071530
29.151479 -0.038700 0.015625 -0.054325 123.534200 0.002165 0.062220 249.541525 4.078441
29.169352 -0.038702 0.015997 -0.054699 123.535046 0.002164 0.062217 249.461898 4.085356
29.187226 -0.038705 0.016331 -0.055036 123.537486 0.002163 0.062211 249.413794 4.092264
29.205099 -0.038707 0.016574 -0.055280 123.541082 0.002163 0.062203 249.409806 4.099158
29.222972 -0.038706 0.016696 -0.055402 123.545260 0.002164 0.062193 249.434779 4.106035
29.240846 -0.038703 0.016711 -0.055414 123.549502 0.002164 0.062184 249.463269 4.112891
29.258719 -0.038701 0.016654 -0.055355 123.553468 0.002164 0.062175 249.477386 4.119725
29.276593 -0.038697 0.016574 -0.055271 123.557049 0.002164 0.062167 249.472995 4.126536
29.294466 -0.038691 0.016539 -0.055230 123.560459 0.002164 0.062159 249.461128 4.133325
29.312339 -0.038687 0.016634 -0.055321 123.564313 0.002164 0.062151 249.469965 4.140092
29.330213 -0.038690 0.016900 -0.055590 123.569428 0.002166 0.062140 249.551822 4.146836
29.348086 -0.038698 0.017285 -0.055983 123.576369 0.002169 0.062125 249.777336 4.153556
29.365959 -0.038704 0.017670 -0.056374 123.585129 0.002176 0.062107 250.191556 4.160250
29.383833 -0.038705 0.017956 -0.056661 123.595236 0.002185 0.062087 250.776072 4.166912
29.401706 -0.038705 0.018108 -0.056813 123.606055 0.002196 0.062065 251.462927 4.173538
29.419580 -0.038703 0.018132 -0.056836 123.616973 0.002207 0.062042 252.168033 4.180122
29.437453 -0.038701 0.018048 -0.056749 123.627480 0.002217 0.062021 252.817070 4.186658
29.455326 -0.038697 0.017896 -0.056593 123.637253 0.002226 0.062000 253.368173 4.193143
29.473200 -0.038695 0.017732 -0.056426 123.646237 0.002233 0.061981 253.820489 4.199573
29.491073 -0.038695 0.017595 -0.056290 123.654563 0.002239 0.061963 254.196464 4.205948
29.508946 -0.038698 0.017485 -0.056183 123.662360 0.002244 0.061947 254.515193 4.212267
29.526820 -0.038700 0.017375 -0.056075 123.669628 0.002248 0.061931 254.780035 4.218531
29.544693 -0.038701 0.017241 -0.055941 123.676252 0.002251 0.061917 254.984187 4.224743
29.562567 -0.038700 0.017081 -0.055780 123.682114 0.002253 0.061904 255.123508 4.230904
29.580440 -0.038699 0.016911 -0.055610 123.687168 0.002254 0.061894 255.202845 4.237018
29.598313 -0.038701 0.016739 -0.055440 123.691407 0.002255 0.061885 255.230849 4.243087
29.616187 -0.038702 0.016552 -0.055255 123.694759 0.002255 0.061879 255.213567 4.249115
29.634060 -0.038704 0.016326 -0.055030 123.697043 0.002254 0.061875 255.156467 4.255110
29.651933 -0.038707 0.016038 -0.054745 123.697968 0.002252 0.061874 255.071949 4.261080
29.669807 -0.038710 0.015659 -0.054369 123.697112 0.002251 0.061876 254.990946 4.267034
29.687680 -0.038709 0.015177 -0.053886 123.693993 0.002251 0.061882 254.978930 4.272988
29.705554 -0.038699 0.014648 -0.053347 123.688394 0.002253 0.061892 255.125625 4.278954
29.723427 -0.038683 0.014246 -0.052929 123.680912 0.002258 0.061906 255.451725 4.284949
29.741300 -0.038678 0.014189 -0.052866 123.673173 0.002264 0.061920 255.807437 4.290981
29.759174 -0.038692 0.014540 -0.053232 123.667090 0.002267 0.061931 255.996817 4.297059
29.777047 -0.038714 0.015088 -0.053802 123.663581 0.002267 0.061936 256.004025 4.303186
29.794920 -0.038724 0.015511 -0.054235 123.662055 0.002266 0.061939 255.935299 4.309363
29.812794 -0.038718 0.015636 -0.054354 123.661114 0.002264 0.061940 255.854979 4.315589
29.830667 -0.038705 0.015513 -0.054218 123.659603 0.002263 0.061942 255.786186 4.321863
29.848541 -0.038693 0.015321 -0.054014 123.657193 0.002263 0.061945 255.744837 4.328186
29.866414 -0.038692 0.015221 -0.053913 123.654323 0.002262 0.061950 255.722051 4.334556
29.884287 -0.038700 0.015243 -0.053943 123.651559 0.002262 0.061955 255.694891 4.340973
29.902161 -0.038707 0.015285 -0.053992 123.648991 0.002261 0.061960 255.659876 4.347437
29.920034 -0.038708 0.015248 -0.053956 123.646256 0.002261 0.061966 255.631706 4.353943
29.937907 -0.038704 0.015121 -0.053826 123.642932 0.002261 0.061973 255.630572 4.360487
29.955781 -0.038698 0.014969 -0.053667 123.638903 0.002262 0.061981 255.668405 4.367064
29.973654 -0.038694 0.014896 -0.053590 123.634539 0.002262 0.061990 255.727352 4.373667
29.991528 -0.038699 0.014962 -0.053661 123.630486 0.002263 0.061999 255.766841 4.380292
30.009401 -0.038710 0.015101 -0.053811 123.627087 0.002263 0.062006 255.769916 4.386933
30.027274 -0.038711 0.015193 -0.053904 123.624116 0.002263 0.062013 255.752403 4.393584
30.045148 -0.038702 0.015220 -0.053922 123.621276 0.002262 0.062020 255.729228 4.400239
30.063021 -0.038695 0.015289 -0.053984 123.618762 0.002262 0.062026 255.692827 4.406894
30.080895 -0.038697 0.015480 -0.054177 123.617134 0.002261 0.062030 255.628015 4.413542
30.098768 -0.038706 0.015744 -0.054450 123.616732 0.002260 0.062033 255.542491 4.420180
30.116641 -0.038713 0.015954 -0.054667 123.617303 0.002258 0.062034 255.455987 4.426806
30.134515 -0.038716 0.015991 -0.054707 123.618042 0.002257 0.062036 255.370835 4.433419
30.152388 -0.038712 0.015813 -0.054525 123.617959 0.002256 0.062039 255.283914 4.440023
30.170261 -0.038703 0.015491 -0.054194 123.616389 0.002255 0.062046 255.218373 4.446622
30.188135 -0.038696 0.015165 -0.053861 123.613312 0.002254 0.062056 255.206956 4.453221
30.206008 -0.038695 0.014944 -0.053640 123.609221 0.002255 0.062068 255.250422 4.459823
30.223882 -0.038695 0.014870 -0.053566 123.604793 0.002256 0.062081 255.315502 4.466431
30.241755 -0.038697 0.014949 -0.053645 123.600732 0.002257 0.062094 255.357415 4.473043
30.259628 -0.038703 0.015147 -0.053850 123.597589 0.002257 0.062106 255.349388 4.479656
30.277502 -0.038711 0.015368 -0.054078 123.595468 0.002256 0.062117 255.300182 4.486267
30.295375 -0.038714 0.015497 -0.054211 123.593944 0.002255 0.062127 255.233907 4.492876
30.313248 -0.038712 0.015485 -0.054196 123.592366 0.002254 0.062138 255.169135 4.499481
30.331122 -0.038706 0.015370 -0.054075 123.590260 0.002253 0.062150 255.119788 4.506083
30.348995 -0.038701 0.015242 -0.053943 123.587568 0.002253 0.062163 255.092302 4.512682
30.366869 -0.038702 0.015161 -0.053863 123.584507 0.002253 0.062177 255.081149 4.519280
30.384742 -0.038702 0.015125 -0.053827 123.581286 0.002252 0.062191 255.077761 4.525879
30.402615 -0.038699 0.015125 -0.053825 123.578071 0.002252 0.062204 255.074196 4.532482
30.420489 -0.038696 0.015185 -0.053881 123.575133 0.002252 0.062217 255.057703 4.539092
30.438362 -0.038694 0.015337 -0.054031 123.572894 0.002251 0.062227 255.013408 4.545712
30.456235 -0.038696 0.015587 -0.054284 123.571805 0.002250 0.062234 254.938738 4.552339
30.474109 -0.038700 0.015900 -0.054600 123.572146 0.002249 0.062239 254.853073 4.558970
30.491982 -0.038704 0.016210 -0.054914 123.573908 0.002248 0.062239 254.785875 4.565601
30.509856 -0.038705 0.016464 -0.055170 123.576830 0.002248 0.062237 254.755490 4.572225
30.527729 -0.038704 0.016640 -0.055344 123.580550 0.002248 0.062233 254.761818 4.578840
30.545602 -0.038702 0.016756 -0.055457 123.584794 0.002248 0.062227 254.797336 4.585440
30.563476 -0.038703 0.016839 -0.055542 123.589417 0.002249 0.062219 254.856407 4.592027
30.581349 -0.038705 0.016885 -0.055590 123.594240 0.002250 0.062210 254.928981 4.598600
30.599222 -0.038705 0.016867 -0.055572 123.598979 0.002251 0.062201 254.995973 4.605163
30.617096 -0.038704 0.016782 -0.055485 123.603321 0.002252 0.062192 255.037741 4.611724
30.634969 -0.038703 0.016638 -0.055341 123.607006 0.002252 0.062184 255.042713 4.618292
30.652843 -0.038701 0.016457 -0.055158 123.609862 0.002251 0.062177 255.010116 4.624877
30.670716 -0.038698 0.016267 -0.054965 123.611852 0.002250 0.062172 254.949071 4.631487
30.688589 -0.038695 0.016112 -0.054807 123.613132 0.002249 0.062167 254.872894 4.638130
30.706463 -0.038695 0.016027 -0.054722 123.614025 0.002248 0.062164 254.791631 4.644809
30.724336 -0.038696 0.016023 -0.054719 123.614897 0.002247 0.062161 254.710308 4.651523
30.742209 -0.038699 0.016075 -0.054774 123.616005 0.002246 0.062157 254.631987 4.658272
30.760083 -0.038702 0.016138 -0.054840 123.617400 0.002244 0.062154 254.558383 4.665051
30.777956 -0.038704 0.016171 -0.054875 123.618942 0.002243 0.062150 254.487711 4.671856
30.795830 -0.038709 0.016131 -0.054839 123.620300 0.002242 0.062146 254.413732 4.678681
30.813703 -0.038713 0.015960 -0.054672 123.620881 0.002241 0.062144 254.330732 4.685522
30.831576 -0.038710 0.015615 -0.054326 123.619905 0.002240 0.062145 254.256027 4.692375
30.849450 -0.038698 0.015153 -0.053851 123.616840 0.002240 0.062150 254.247941 4.699236
30.867323 -0.038682 0.014762 -0.053445 123.612011 0.002241 0.062158 254.345896 4.706105
30.885196 -0.038678 0.014662 -0.053340 123.606736 0.002243 0.062167 254.478055 4.712981
30.903070 -0.038690 0.014921 -0.053610 123.602634 0.002244 0.062175 254.527040 4.719864
30.920943 -0.038707 0.015384 -0.054091 123.600627 0.002243 0.062179 254.477322 4.726754
30.938817 -0.038716 0.015815 -0.054532 123.600567 0.002242 0.062180 254.393645 4.733650
30.956690 -0.038717 0.016061 -0.054778 123.601613 0.002241 0.062179 254.315520 4.740552
30.974563 -0.038713 0.016093 -0.054807 123.602804 0.002240 0.062178 254.239583 4.747456
30.992437 -0.038708 0.015965 -0.054673 123.603418 0.002238 0.062178 254.157502 4.754359
31.010310 -0.038701 0.015767 -0.054468 123.603137 0.002237 0.062180 254.075478 4.761260
31.028184 -0.038696 0.015598 -0.054294 123.602101 0.002236 0.062183 254.002668 4.768154
31.046057 -0.038692 0.015548 -0.054241 123.600841 0.002235 0.062186 253.934271 4.775040
31.063930 -0.038695 0.015659 -0.054354 123.600080 0.002234 0.062189 253.857439 4.781914
31.081804 -0.038704 0.015888 -0.054592 123.600345 0.002232 0.062190 253.774638 4.788775
31.099677 -0.038714 0.016104 -0.054818 123.601581 0.002231 0.062190 253.700407 4.795617
31.117550 -0.038717 0.016171 -0.054889 123.603116 0.002230 0.062189 253.631721 4.802435
31.135424 -0.038714 0.016039 -0.054753 123.604058 0.002229 0.062190 253.553756 4.809226
31.153297 -0.038708 0.015760 -0.054468 123.603747 0.002228 0.062193 253.473045 4.815982
31.171171 -0.038700 0.015437 -0.054137 123.601991 0.002227 0.062199 253.417732 4.822701
31.189044 -0.038692 0.015204 -0.053896 123.599194 0.002227 0.062208 253.399662 4.829382
31.206917 -0.038696 0.015166 -0.053861 123.596233 0.002226 0.062217 253.389048 4.836030
31.224791 -0.038705 0.015288 -0.053992 123.593818 0.002226 0.062226 253.355685 4.842654
31.242664 -0.038707 0.015450 -0.054157 123.592133 0.002225 0.062233 253.298766 4.849266
31.260537 -0.038704 0.015604 -0.054308 123.591136 0.002224 0.062239 253.226815 4.855880
31.278411 -0.038704 0.015764 -0.054468 123.590854 0.002223 0.062243 253.146634 4.862507
31.296284 -0.038702 0.015942 -0.054645 123.591367 0.002221 0.062245 253.066113 4.869155
31.314158 -0.038697 0.016167 -0.054865 123.592881 0.002220 0.062246 252.998335 4.875827
31.332031 -0.038699 0.016488 -0.055188 123.595822 0.002220 0.062244 252.974081 4.882524
31.349904 -0.038711 0.016861 -0.055572 123.600418 0.002221 0.062239 253.037811 4.889248
31.367778 -0.038718 0.017127 -0.055846 123.606192 0.002223 0.062232 253.188875 4.895996
31.385651 -0.038717 0.017165 -0.055882 123.612127 0.002226 0.062225 253.353666 4.902768
31.403524 -0.038713 0.016973 -0.055686 123.617204 0.002227 0.062220 253.450937 4.909560
31.421398 -0.038710 0.016614 -0.055324 123.620679 0.002227 0.062219 253.450806 4.916370
31.439271 -0.038710 0.016138 -0.054848 123.622040 0.002226 0.062222 253.380074 4.923196
31.457145 -0.038706 0.015591 -0.054297 123.620974 0.002225 0.062230 253.309797 4.930040
31.475018 -0.038697 0.015066 -0.053763 123.617580 0.002225 0.062242 253.321759 4.936903
31.492891 -0.038689 0.014714 -0.053403 123.612635 0.002227 0.062257 253.433162 4.943786
31.510765 -0.038690 0.014661 -0.053351 123.607460 0.002229 0.062272 253.562659 4.950693
31.528638 -0.038701 0.014880 -0.053581 123.603259 0.002230 0.062285 253.622201 4.957626
31.546511 -0.038710 0.015216 -0.053926 123.600548 0.002230 0.062295 253.601881 4.964590
31.564385 -0.038712 0.015514 -0.054227 123.599159 0.002229 0.062302 253.538305 4.971584
31.582258 -0.038710 0.015708 -0.054417 123.598627 0.002227 0.062307 253.460642 4.978610
31.600132 -0.038702 0.015820 -0.054523 123.598590 0.002226 0.062310 253.379871 4.985665
31.618005 -0.038695 0.015940 -0.054635 123.599084 0.002225 0.062312 253.299820 4.992746
31.635878 -0.038693 0.016162 -0.054855 123.600556 0.002224 0.062311 253.231936 4.999847
31.653752 -0.038699 0.016497 -0.055196 123.603502 0.002224 0.062307 253.209184 5.006962
31.671625 -0.038706 0.016858 -0.055564 123.608031 0.002224 0.062300 253.270913 5.014088
31.689498 -0.038709 0.017132 -0.055842 123.613765 0.002227 0.062290 253.422023 5.021223
31.707372 -0.038707 0.017267 -0.055974 123.620085 0.002230 0.062279 253.624824 5.028365
31.725245 -0.038704 0.017282 -0.055986 123.626464 0.002233 0.062267 253.833414 5.035512
31.743119 -0.038702 0.017227 -0.055929 123.632594 0.002236 0.062256 254.019633 5.042665
31.760992 -0.038703 0.017136 -0.055839 123.638319 0.002238 0.062246 254.171023 5.049823
31.778865 -0.038706 0.017016 -0.055722 123.643510 0.002240 0.062238 254.280124 5.056986
31.796739 -0.038713 0.016832 -0.055545 123.647888 0.002241 0.062231 254.332707 5.064158
31.814612 -0.038717 0.016516 -0.055233 123.650874 0.002241 0.062227 254.311485 5.071339
