#t E KE PE
51.993655 -5.601133 0.838364 -6.439497
52.011529 -5.601129 0.834116 -6.435245
52.029402 -5.601080 0.826290 -6.427371
52.047276 -5.601005 0.815925 -6.416930
52.065149 -5.600919 0.804437 -6.405356
52.083022 -5.600801 0.793451 -6.394253
52.100896 -5.600693 0.784789 -6.385483
52.118769 -5.600643 0.780134 -6.380777
52.136642 -5.600684 0.780312 -6.380996
52.154516 -5.600784 0.784900 -6.385684
52.172389 -5.600923 0.792432 -6.393355
52.190263 -5.601057 0.800917 -6.401974
52.208136 -5.601152 0.808458 -6.409610
52.226009 -5.601196 0.813760 -6.414956
52.243883 -5.601169 0.816399 -6.417568
52.261756 -5.601098 0.816899 -6.417996
52.279629 -5.601050 0.816326 -6.417376
52.297503 -5.601051 0.815455 -6.416506
52.315376 -5.601022 0.814519 -6.415541
52.333250 -5.600919 0.813971 -6.414889
52.351123 -5.600783 0.815168 -6.415951
52.368996 -5.600709 0.819857 -6.420566
52.386870 -5.600753 0.828882 -6.429635
52.404743 -5.600914 0.841358 -6.442271
52.422617 -5.601097 0.854811 -6.455908
52.440490 -5.601195 0.866376 -6.467571
52.458363 -5.601155 0.874440 -6.475594
52.476237 -5.601014 0.879449 -6.480463
52.494110 -5.600848 0.883384 -6.484232
52.511983 -5.600728 0.888663 -6.489391
52.529857 -5.600744 0.896964 -6.497708
52.547730 -5.600942 0.907932 -6.508874
52.565604 -5.601261 0.918492 -6.519754
52.583477 -5.601494 0.924071 -6.525564
52.601350 -5.601513 0.921248 -6.522762
52.619224 -5.601342 0.909585 -6.510927
52.637097 -5.601057 0.891639 -6.492696
52.654970 -5.600780 0.871758 -6.472538
52.672844 -5.600625 0.854249 -6.454874
52.690717 -5.600643 0.841649 -6.442292
52.708591 -5.600748 0.834132 -6.434881
52.726464 -5.600852 0.830387 -6.431239
52.744337 -5.600940 0.828831 -6.429771
52.762211 -5.601031 0.827989 -6.429021
52.780084 -5.601066 0.826584 -6.427650
52.797957 -5.600957 0.824259 -6.425216
52.815831 -5.600760 0.822388 -6.423148
52.833704 -5.600625 0.823514 -6.424140
52.851578 -5.600672 0.829251 -6.429923
52.869451 -5.600875 0.838715 -6.439590
52.887324 -5.601084 0.848946 -6.450030
52.905198 -5.601219 0.856597 -6.457816
52.923071 -5.601236 0.859495 -6.460731
52.940944 -5.601162 0.857198 -6.458360
52.958818 -5.601024 0.850804 -6.451828
52.976691 -5.600847 0.842531 -6.443378
52.994565 -5.600670 0.835188 -6.435858
53.012438 -5.600564 0.831369 -6.431933
53.030311 -5.600556 0.832606 -6.433162
53.048185 -5.600656 0.838852 -6.439508
53.066058 -5.600854 0.848298 -6.449152
53.083931 -5.601068 0.857748 -6.458816
53.101805 -5.601159 0.863987 -6.465146
53.119678 -5.601053 0.865643 -6.466696
53.137552 -5.600825 0.864125 -6.464950
53.155425 -5.600680 0.862491 -6.463171
53.173298 -5.600761 0.862699 -6.463460
53.191172 -5.600984 0.863757 -6.464740
53.209045 -5.601122 0.862795 -6.463918
53.226919 -5.601066 0.857861 -6.458927
53.244792 -5.600901 0.849479 -6.450380
53.262665 -5.600789 0.839723 -6.440512
53.280539 -5.600784 0.830186 -6.430970
53.298412 -5.600813 0.821162 -6.421975
53.316285 -5.600775 0.812570 -6.413345
53.334159 -5.600637 0.805276 -6.405912
53.352032 -5.600434 0.801594 -6.402028
53.369906 -5.600322 0.804547 -6.404868
53.387779 -5.600442 0.815716 -6.416158
53.405652 -5.600712 0.833415 -6.434128
53.423526 -5.600951 0.853545 -6.454496
53.441399 -5.601038 0.872211 -6.473249
53.459272 -5.601022 0.887330 -6.488352
53.477146 -5.600954 0.898507 -6.499461
53.495019 -5.600906 0.906131 -6.507037
53.512893 -5.600894 0.910581 -6.511475
53.530766 -5.600911 0.911860 -6.512771
53.548639 -5.600937 0.909599 -6.510536
53.566513 -5.600918 0.903501 -6.504419
53.584386 -5.600824 0.893952 -6.494776
53.602259 -5.600680 0.882355 -6.483035
53.620133 -5.600537 0.870909 -6.471446
53.638006 -5.600465 0.861836 -6.462301
53.655880 -5.600496 0.856431 -6.456927
53.673753 -5.600604 0.854551 -6.455155
53.691626 -5.600754 0.854796 -6.455550
53.709500 -5.600896 0.855103 -6.455999
53.727373 -5.600972 0.853529 -6.454501
53.745246 -5.600961 0.849034 -6.449995
53.763120 -5.600865 0.841875 -6.442740
53.780993 -5.600725 0.833500 -6.434225
53.798867 -5.600592 0.825988 -6.426581
53.816740 -5.600546 0.821141 -6.421687
53.834613 -5.600612 0.819687 -6.420298
53.852487 -5.600734 0.821035 -6.421769
53.870360 -5.600867 0.823631 -6.424498
53.888233 -5.600944 0.825847 -6.426791
53.906107 -5.600873 0.827113 -6.427986
53.923980 -5.600643 0.828966 -6.429609
53.941854 -5.600482 0.834652 -6.435134
53.959727 -5.600645 0.846039 -6.446684
53.977600 -5.600996 0.860694 -6.461690
53.995474 -5.601243 0.873422 -6.474665
54.013347 -5.601299 0.880107 -6.481406
54.031220 -5.601263 0.879152 -6.480415
54.049094 -5.601198 0.870717 -6.471915
54.066967 -5.601086 0.855980 -6.457066
54.084841 -5.600901 0.837108 -6.438009
54.102714 -5.600684 0.817410 -6.418095
54.120587 -5.600554 0.800555 -6.401108
54.138461 -5.600602 0.788812 -6.389414
54.156334 -5.600713 0.782137 -6.382850
54.174208 -5.600734 0.779443 -6.380177
54.192081 -5.600676 0.780438 -6.381114
54.209954 -5.600653 0.785723 -6.386376
54.227828 -5.600747 0.795387 -6.396134
54.245701 -5.600904 0.808023 -6.408927
54.263574 -5.601021 0.821273 -6.422294
54.281448 -5.601085 0.833032 -6.434116
54.299321 -5.601152 0.841775 -6.442927
54.317195 -5.601202 0.846155 -6.447358
54.335068 -5.601143 0.845368 -6.446511
54.352941 -5.600953 0.840200 -6.441153
54.370815 -5.600735 0.833160 -6.433895
54.388688 -5.600578 0.827254 -6.427831
54.406561 -5.600500 0.824709 -6.425210
54.424435 -5.600456 0.826755 -6.427211
54.442308 -5.600440 0.833992 -6.434432
54.460182 -5.600490 0.846396 -6.446886
54.478055 -5.600623 0.862928 -6.463551
54.495928 -5.600813 0.881375 -6.482188
54.513802 -5.601024 0.898637 -6.499661
54.531675 -5.601207 0.911364 -6.512572
54.549548 -5.601285 0.916843 -6.518128
54.567422 -5.601239 0.913875 -6.515113
54.585295 -5.601075 0.903281 -6.504356
54.603169 -5.600878 0.887642 -6.488520
54.621042 -5.600748 0.870143 -6.470891
54.638915 -5.600730 0.853149 -6.453879
54.656789 -5.600796 0.837523 -6.438319
54.674662 -5.600909 0.822844 -6.423753
54.692535 -5.600992 0.808107 -6.409099
54.710409 -5.600927 0.792884 -6.393811
54.728282 -5.600682 0.778691 -6.379373
54.746156 -5.600372 0.769349 -6.369722
54.764029 -5.600176 0.769411 -6.369587
54.781902 -5.600218 0.781578 -6.381796
54.799776 -5.600526 0.804832 -6.405359
54.817649 -5.600971 0.834358 -6.435329
54.835522 -5.601372 0.863253 -6.464625
54.853396 -5.601588 0.885135 -6.486723
54.871269 -5.601583 0.896329 -6.497913
54.889143 -5.601429 0.896475 -6.497904
54.907016 -5.601207 0.887706 -6.488913
54.924889 -5.600926 0.873631 -6.474557
54.942763 -5.600586 0.858994 -6.459580
54.960636 -5.600331 0.849100 -6.449431
54.978510 -5.600367 0.847746 -6.448113
54.996383 -5.600695 0.854585 -6.455280
55.014256 -5.601061 0.865169 -6.466230
55.032130 -5.601261 0.874163 -6.475423
55.050003 -5.601270 0.878364 -6.479634
55.067876 -5.601072 0.877743 -6.478815
55.085750 -5.600681 0.875602 -6.476283
55.103623 -5.600406 0.877603 -6.478009
55.121497 -5.600690 0.887139 -6.487829
55.139370 -5.601268 0.900505 -6.501773
55.157243 -5.601548 0.909947 -6.511495
55.175117 -5.601388 0.911112 -6.512499
55.192990 -5.601044 0.905639 -6.506683
55.210863 -5.600864 0.897975 -6.498839
55.228737 -5.600932 0.890799 -6.491732
55.246610 -5.601030 0.883783 -6.484813
55.264484 -5.600994 0.875999 -6.476993
55.282357 -5.600923 0.867799 -6.468722
55.300230 -5.600945 0.860011 -6.460957
55.318104 -5.601041 0.852407 -6.453449
55.335977 -5.601058 0.843938 -6.444996
55.353850 -5.600905 0.834581 -6.435486
55.371724 -5.600675 0.826397 -6.427072
55.389597 -5.600521 0.822436 -6.422957
55.407471 -5.600481 0.824862 -6.425343
55.425344 -5.600527 0.834097 -6.434624
55.443217 -5.600637 0.849100 -6.449736
55.461091 -5.600804 0.867764 -6.468568
55.478964 -5.601012 0.887042 -6.488054
55.496837 -5.601185 0.903425 -6.504610
55.514711 -5.601253 0.914018 -6.515270
55.532584 -5.601187 0.917640 -6.518827
55.550458 -5.601025 0.915148 -6.516173
55.568331 -5.600818 0.908962 -6.509780
55.586204 -5.600631 0.902284 -6.502915
55.604078 -5.600525 0.898055 -6.498580
55.621951 -5.600552 0.897817 -6.498369
55.639824 -5.600642 0.901307 -6.501950
55.657698 -5.600730 0.907159 -6.507889
55.675571 -5.600804 0.913785 -6.514589
55.693445 -5.600865 0.919792 -6.520657
55.711318 -5.600916 0.924041 -6.524957
55.729191 -5.600955 0.925655 -6.526610
55.747065 -5.600982 0.924066 -6.525048
55.764938 -5.600959 0.919182 -6.520141
55.782812 -5.600903 0.911600 -6.512502
55.800685 -5.600868 0.902419 -6.503287
55.818558 -5.600884 0.892629 -6.493513
55.836432 -5.600950 0.882597 -6.483546
55.854305 -5.601017 0.872094 -6.473110
55.872178 -5.601060 0.860836 -6.461896
55.890052 -5.601031 0.849016 -6.450047
55.907925 -5.600916 0.837697 -6.438613
55.925799 -5.600734 0.829077 -6.429811
55.943672 -5.600622 0.825885 -6.426507
55.961545 -5.600703 0.829566 -6.430269
55.979419 -5.600973 0.838712 -6.439684
55.997292 -5.601318 0.849143 -6.450460
56.015165 -5.601577 0.855665 -6.457242
56.033039 -5.601529 0.854837 -6.456366
56.050912 -5.601109 0.847853 -6.448963
56.068786 -5.600716 0.840585 -6.441301
56.086659 -5.600761 0.838345 -6.439106
56.104532 -5.601046 0.840950 -6.441996
56.122406 -5.601247 0.844498 -6.445745
56.140279 -5.601304 0.845495 -6.446800
56.158152 -5.601175 0.842726 -6.443901
56.176026 -5.600931 0.837794 -6.438724
56.193899 -5.600787 0.833850 -6.434637
56.211773 -5.600881 0.832648 -6.433530
56.229646 -5.601113 0.832782 -6.433895
56.247519 -5.601238 0.831002 -6.432240
56.265393 -5.601113 0.825493 -6.426606
56.283266 -5.600867 0.817659 -6.418526
56.301139 -5.600719 0.810627 -6.411346
56.319013 -5.600755 0.806354 -6.407109
56.336886 -5.600907 0.804242 -6.405149
56.354760 -5.601018 0.802145 -6.403162
56.372633 -5.600976 0.798451 -6.399428
56.390506 -5.600778 0.793668 -6.394446
56.408380 -5.600569 0.790356 -6.390925
56.426253 -5.600550 0.791071 -6.391621
56.444126 -5.600784 0.795693 -6.396477
56.462000 -5.601091 0.800786 -6.401876
56.479873 -5.601263 0.801825 -6.403088
56.497747 -5.601241 0.796033 -6.397275
56.515620 -5.601085 0.783558 -6.384643
56.533493 -5.600886 0.766812 -6.367698
56.551367 -5.600723 0.749138 -6.349861
56.569240 -5.600573 0.733919 -6.334492
56.587113 -5.600353 0.724683 -6.325036
56.604987 -5.600208 0.725252 -6.325460
56.622860 -5.600441 0.737575 -6.338015
56.640734 -5.600973 0.758283 -6.359256
56.658607 -5.601355 0.779859 -6.381214
56.676480 -5.601371 0.796259 -6.397630
56.694354 -5.601117 0.806340 -6.407456
56.712227 -5.600800 0.812994 -6.413795
56.730101 -5.600616 0.820200 -6.420816
56.747974 -5.600625 0.830242 -6.430867
56.765847 -5.600737 0.842842 -6.443579
56.783721 -5.600844 0.856208 -6.457052
56.801594 -5.600900 0.868479 -6.469378
56.819467 -5.600920 0.878442 -6.479362
56.837341 -5.600941 0.885461 -6.486402
56.855214 -5.600988 0.889023 -6.490012
56.873088 -5.601039 0.888473 -6.489512
56.890961 -5.601040 0.883315 -6.484356
56.908834 -5.600976 0.873777 -6.474753
56.926708 -5.600902 0.860977 -6.461879
56.944581 -5.600852 0.846382 -6.447233
56.962454 -5.600804 0.831231 -6.432036
56.980328 -5.600721 0.816746 -6.417466
56.998201 -5.600603 0.804558 -6.405160
57.016075 -5.600503 0.796605 -6.397109
57.033948 -5.600475 0.794432 -6.394907
57.051821 -5.600560 0.798346 -6.398907
57.069695 -5.600732 0.806999 -6.407731
57.087568 -5.600927 0.817706 -6.418633
57.105441 -5.601096 0.827391 -6.428487
57.123315 -5.601212 0.833449 -6.434661
57.141188 -5.601264 0.834155 -6.435419
57.159062 -5.601238 0.828908 -6.430146
57.176935 -5.601093 0.818567 -6.419660
57.194808 -5.600865 0.805700 -6.406565
57.212682 -5.600639 0.794007 -6.394646
57.230555 -5.600489 0.787050 -6.387539
57.248428 -5.600427 0.787235 -6.387662
57.266302 -5.600526 0.795099 -6.395626
57.284175 -5.600767 0.808750 -6.409517
57.302049 -5.601015 0.824289 -6.425304
57.319922 -5.601167 0.837576 -6.438742
57.337795 -5.601200 0.845884 -6.447084
57.355669 -5.601132 0.848474 -6.449605
57.373542 -5.601014 0.846289 -6.447304
57.391415 -5.600871 0.841313 -6.442184
57.409289 -5.600720 0.836055 -6.436775
57.427162 -5.600636 0.833040 -6.433677
57.445036 -5.600693 0.833856 -6.434549
57.462909 -5.600890 0.838090 -6.438980
57.480782 -5.601081 0.843527 -6.444608
57.498656 -5.601118 0.847982 -6.449100
57.516529 -5.601053 0.850930 -6.451983
57.534403 -5.601028 0.853107 -6.454135
57.552276 -5.601073 0.854886 -6.455959
57.570149 -5.601132 0.855672 -6.456805
57.588023 -5.601166 0.854556 -6.455722
57.605896 -5.601159 0.851014 -6.452173
57.623769 -5.601104 0.845167 -6.446271
57.641643 -5.601051 0.837707 -6.438758
57.659516 -5.601044 0.829432 -6.430476
57.677390 -5.601047 0.820759 -6.421806
57.695263 -5.600954 0.812151 -6.413106
57.713136 -5.600691 0.805485 -6.406175
57.731010 -5.600414 0.804455 -6.404870
57.748883 -5.600359 0.812585 -6.412944
57.766756 -5.600617 0.830125 -6.430742
57.784630 -5.601030 0.852840 -6.453870
57.802503 -5.601371 0.874064 -6.475435
57.820377 -5.601517 0.887929 -6.489447
57.838250 -5.601443 0.891492 -6.492935
57.856123 -5.601195 0.885294 -6.486490
57.873997 -5.600854 0.872725 -6.473579
57.891870 -5.600547 0.858597 -6.459144
57.909743 -5.600397 0.847267 -6.447664
57.927617 -5.600441 0.840965 -6.441405
57.945490 -5.600590 0.839353 -6.439943
57.963364 -5.600729 0.840483 -6.441213
57.981237 -5.600813 0.842261 -6.443074
57.999110 -5.600851 0.843352 -6.444203
58.016984 -5.600879 0.843108 -6.443987
58.034857 -5.600910 0.841110 -6.442020
58.052730 -5.600915 0.837074 -6.437989
58.070604 -5.600839 0.831318 -6.432157
58.088477 -5.600715 0.825158 -6.425873
58.106351 -5.600635 0.820466 -6.421100
58.124224 -5.600630 0.818635 -6.419265
58.142097 -5.600665 0.819978 -6.420643
58.159971 -5.600679 0.824138 -6.424817
58.177844 -5.600657 0.830868 -6.431525
58.195717 -5.600635 0.840225 -6.440859
58.213591 -5.600666 0.852112 -6.452778
58.231464 -5.600782 0.865672 -6.466454
58.249338 -5.600958 0.878900 -6.479859
58.267211 -5.601126 0.888988 -6.490114
58.285084 -5.601210 0.893416 -6.494626
58.302958 -5.601189 0.890917 -6.492106
58.320831 -5.601082 0.881790 -6.482872
58.338704 -5.600912 0.867750 -6.468663
58.356578 -5.600719 0.851514 -6.452233
58.374451 -5.600561 0.836174 -6.436735
58.392325 -5.600493 0.824363 -6.424856
58.410198 -5.600524 0.817446 -6.417970
58.428071 -5.600617 0.815316 -6.415932
58.445945 -5.600711 0.816921 -6.417633
58.463818 -5.600782 0.821012 -6.421794
58.481692 -5.600819 0.826604 -6.427423
58.499565 -5.600839 0.833053 -6.433893
58.517438 -5.600863 0.839841 -6.440704
58.535312 -5.600886 0.846409 -6.447295
58.553185 -5.600894 0.852230 -6.453124
58.571058 -5.600924 0.856844 -6.457768
58.588932 -5.600967 0.859701 -6.460669
58.606805 -5.601015 0.860062 -6.461076
58.624679 -5.601029 0.857273 -6.458302
58.642552 -5.601008 0.851179 -6.452187
58.660425 -5.600944 0.842363 -6.443307
58.678299 -5.600839 0.832165 -6.433003
58.696172 -5.600701 0.822554 -6.423255
58.714045 -5.600559 0.815885 -6.416444
58.731919 -5.600457 0.814453 -6.414910
58.749792 -5.600437 0.819842 -6.420280
58.767666 -5.600544 0.832165 -6.432709
58.785539 -5.600763 0.849626 -6.450389
58.803412 -5.601019 0.868827 -6.469846
58.821286 -5.601227 0.885798 -6.487025
58.839159 -5.601344 0.897217 -6.498562
58.857032 -5.601411 0.901014 -6.502426
58.874906 -5.601478 0.896094 -6.497571
58.892779 -5.601558 0.881753 -6.483311
58.910653 -5.601525 0.857818 -6.459343
58.928526 -5.601199 0.826238 -6.427438
58.946399 -5.600567 0.793174 -6.393741
58.964273 -5.600038 0.768248 -6.368286
58.982146 -5.599996 0.759103 -6.359099
59.000019 -5.600315 0.766630 -6.366945
59.017893 -5.600708 0.786103 -6.386811
59.035766 -5.601060 0.810903 -6.411964
59.053640 -5.601306 0.834924 -6.436230
59.071513 -5.601393 0.853883 -6.455276
59.089386 -5.601346 0.865998 -6.467344
59.107260 -5.601264 0.871570 -6.472834
59.125133 -5.601157 0.871888 -6.473046
59.143006 -5.600979 0.868852 -6.469831
59.160880 -5.600746 0.865363 -6.466109
59.178753 -5.600601 0.864757 -6.465358
59.196627 -5.600621 0.868973 -6.469595
59.214500 -5.600747 0.877559 -6.478306
59.232373 -5.600898 0.888362 -6.489260
59.250247 -5.601060 0.898497 -6.499558
59.268120 -5.601194 0.904957 -6.506150
59.285994 -5.601264 0.905343 -6.506607
59.303867 -5.601239 0.898558 -6.499797
59.321740 -5.601083 0.885307 -6.486390
59.339614 -5.600796 0.868506 -6.469302
59.357487 -5.600523 0.852844 -6.453367
59.375360 -5.600469 0.842651 -6.443121
59.393234 -5.600668 0.839183 -6.439851
59.411107 -5.600888 0.840337 -6.441224
59.428981 -5.600986 0.843129 -6.444116
59.446854 -5.600987 0.845895 -6.446881
59.464727 -5.601000 0.848156 -6.449156
59.482601 -5.600994 0.849556 -6.450550
59.500474 -5.600929 0.849931 -6.450860
59.518347 -5.600846 0.849897 -6.450743
59.536221 -5.600794 0.850477 -6.451271
59.554094 -5.600795 0.852250 -6.453045
59.571968 -5.600798 0.855237 -6.456036
59.589841 -5.600792 0.859399 -6.460191
59.607714 -5.600821 0.864779 -6.465601
59.625588 -5.600961 0.870763 -6.471724
59.643461 -5.601137 0.875501 -6.476638
59.661334 -5.601219 0.876776 -6.477996
59.679208 -5.601210 0.873416 -6.474626
59.697081 -5.601193 0.865452 -6.466646
59.714955 -5.601191 0.853263 -6.454454
59.732828 -5.601123 0.837370 -6.438493
59.750701 -5.600953 0.819283 -6.420236
59.768575 -5.600726 0.801937 -6.402663
59.786448 -5.600529 0.788949 -6.389477
59.804321 -5.600425 0.783413 -6.383838
59.822195 -5.600458 0.786884 -6.387342
59.840068 -5.600637 0.798680 -6.399317
59.857942 -5.600895 0.815896 -6.416790
59.875815 -5.601112 0.834439 -6.435551
59.893688 -5.601214 0.850691 -6.451906
59.911562 -5.601205 0.862698 -6.463904
59.929435 -5.601131 0.870271 -6.471402
59.947308 -5.601041 0.874372 -6.475413
59.965182 -5.600962 0.876326 -6.477288
59.983055 -5.600917 0.877253 -6.478170
60.000929 -5.600879 0.877888 -6.478767
60.018802 -5.600865 0.878616 -6.479481
60.036675 -5.600876 0.879498 -6.480374
60.054549 -5.600922 0.880163 -6.481085
60.072422 -5.601005 0.879725 -6.480731
60.090296 -5.601094 0.876880 -6.477974
60.108169 -5.601123 0.870437 -6.471560
60.126042 -5.601038 0.860201 -6.461239
60.143916 -5.600857 0.847634 -6.448492
60.161789 -5.600686 0.835506 -6.436193
60.179662 -5.600619 0.826414 -6.427033
60.197536 -5.600664 0.821486 -6.422149
60.215409 -5.600775 0.820254 -6.421029
60.233283 -5.600907 0.821192 -6.422099
60.251156 -5.601002 0.822423 -6.423424
60.269029 -5.601006 0.822628 -6.423634
60.286903 -5.600928 0.821691 -6.422619
60.304776 -5.600837 0.820525 -6.421363
60.322649 -5.600787 0.820282 -6.421069
60.340523 -5.600798 0.821579 -6.422377
60.358396 -5.600845 0.824267 -6.425112
60.376270 -5.600932 0.827543 -6.428475
60.394143 -5.601051 0.830053 -6.431104
60.412016 -5.601146 0.830150 -6.431296
60.429890 -5.601122 0.826796 -6.427918
60.447763 -5.600936 0.820784 -6.421720
60.465636 -5.600751 0.814818 -6.415569
60.483510 -5.600783 0.811427 -6.412211
60.501383 -5.601043 0.810259 -6.411303
60.519257 -5.601308 0.807964 -6.409273
60.537130 -5.601394 0.800984 -6.402378
60.555003 -5.601275 0.788177 -6.389452
60.572877 -5.600992 0.771558 -6.372550
60.590750 -5.600612 0.755714 -6.356326
60.608623 -5.600263 0.746564 -6.346827
60.626497 -5.600157 0.749146 -6.349303
60.644370 -5.600370 0.764859 -6.365229
60.662244 -5.600768 0.790343 -6.391111
60.680117 -5.601126 0.819298 -6.420424
60.697990 -5.601305 0.845726 -6.447031
60.715864 -5.601305 0.866055 -6.467360
60.733737 -5.601223 0.879357 -6.480580
60.751610 -5.601143 0.886271 -6.487414
60.769484 -5.601084 0.887800 -6.488884
60.787357 -5.601012 0.884952 -6.485964
60.805231 -5.600913 0.879003 -6.479916
60.823104 -5.600812 0.871628 -6.472440
60.840977 -5.600751 0.864512 -6.465263
60.858851 -5.600716 0.858906 -6.459622
60.876724 -5.600706 0.855618 -6.456325
60.894597 -5.600747 0.854965 -6.455711
60.912471 -5.600840 0.856486 -6.457326
60.930344 -5.600960 0.858844 -6.459804
60.948218 -5.601044 0.860368 -6.461411
60.966091 -5.601054 0.859908 -6.460963
60.983964 -5.600981 0.857411 -6.458391
61.001838 -5.600859 0.853947 -6.454806
61.019711 -5.600757 0.851192 -6.451950
61.037585 -5.600695 0.850689 -6.451384
61.055458 -5.600673 0.853364 -6.454037
61.073331 -5.600698 0.859402 -6.460100
61.091205 -5.600804 0.868124 -6.468928
61.109078 -5.600970 0.877775 -6.478745
61.126951 -5.601133 0.885807 -6.486940
61.144825 -5.601224 0.889879 -6.491103
61.162698 -5.601238 0.888778 -6.490016
61.180572 -5.601207 0.882502 -6.483709
61.198445 -5.601142 0.871871 -6.473013
61.216318 -5.600988 0.858495 -6.459483
61.234192 -5.600697 0.845394 -6.446091
61.252065 -5.600380 0.837178 -6.437558
61.269938 -5.600248 0.838474 -6.438722
61.287812 -5.600477 0.850879 -6.451356
61.305685 -5.600979 0.870920 -6.471899
61.323559 -5.601508 0.891282 -6.492790
61.341432 -5.601890 0.904126 -6.506016
61.359305 -5.601993 0.904151 -6.506144
61.377179 -5.601675 0.890903 -6.492578
61.395052 -5.601117 0.869866 -6.470982
61.412925 -5.600867 0.849301 -6.450168
61.430799 -5.601011 0.833625 -6.434636
61.448672 -5.601053 0.822141 -6.423195
61.466546 -5.600810 0.814442 -6.415252
61.484419 -5.600565 0.813037 -6.413602
61.502292 -5.600616 0.820159 -6.420775
61.520166 -5.600870 0.834302 -6.435173
61.538039 -5.601109 0.850972 -6.452081
61.555912 -5.601251 0.865617 -6.466869
61.573786 -5.601311 0.875178 -6.476489
61.591659 -5.601263 0.878284 -6.479547
61.609533 -5.601095 0.875429 -6.476524
61.627406 -5.600852 0.869035 -6.469887
61.645279 -5.600642 0.862705 -6.463347
61.663153 -5.600586 0.859528 -6.460114
61.681026 -5.600677 0.860567 -6.461244
61.698899 -5.600813 0.864838 -6.465651
61.716773 -5.600937 0.870439 -6.471377
61.734646 -5.601023 0.875591 -6.476613
61.752520 -5.601077 0.879034 -6.480112
61.770393 -5.601092 0.880059 -6.481152
61.788266 -5.601019 0.878794 -6.479812
61.806140 -5.600833 0.876757 -6.477590
61.824013 -5.600659 0.876734 -6.477393
61.841887 -5.600668 0.881109 -6.481777
61.859760 -5.600904 0.889552 -6.490455
61.877633 -5.601181 0.898666 -6.499847
61.895507 -5.601291 0.904327 -6.505618
61.913380 -5.601187 0.904474 -6.505661
61.931253 -5.600952 0.900047 -6.500999
61.949127 -5.600712 0.893927 -6.494639
61.967000 -5.600571 0.889211 -6.489782
61.984874 -5.600558 0.887745 -6.488303
62.002747 -5.600620 0.889681 -6.490301
62.020620 -5.600665 0.894169 -6.494834
62.038494 -5.600679 0.900357 -6.501036
62.056367 -5.600712 0.907744 -6.508456
62.074240 -5.600774 0.915726 -6.516499
62.092114 -5.600862 0.923207 -6.524069
62.109987 -5.600915 0.928901 -6.529816
62.127861 -5.600918 0.931932 -6.532850
62.145734 -5.600867 0.932258 -6.533125
62.163607 -5.600821 0.930556 -6.531377
62.181481 -5.600794 0.927627 -6.528421
62.199354 -5.600788 0.923976 -6.524764
62.217227 -5.600777 0.919864 -6.520641
62.235101 -5.600752 0.915604 -6.516356
62.252974 -5.600741 0.911670 -6.512411
62.270848 -5.600759 0.908394 -6.509152
62.288721 -5.600799 0.905633 -6.506431
62.306594 -5.600837 0.902848 -6.503684
62.324468 -5.600840 0.899494 -6.500334
62.342341 -5.600792 0.895461 -6.496253
62.360214 -5.600711 0.891363 -6.492074
62.378088 -5.600659 0.888279 -6.488938
62.395961 -5.600661 0.887006 -6.487667
62.413835 -5.600695 0.887592 -6.488286
62.431708 -5.600708 0.889730 -6.490438
62.449581 -5.600718 0.893329 -6.494047
62.467455 -5.600813 0.898189 -6.499002
62.485328 -5.601018 0.902999 -6.504017
62.503201 -5.601216 0.905149 -6.506364
62.521075 -5.601255 0.902277 -6.503532
62.538948 -5.601078 0.894317 -6.495395
62.556822 -5.600805 0.884147 -6.484951
62.574695 -5.600646 0.875880 -6.476527
62.592568 -5.600689 0.872094 -6.472782
62.610442 -5.600821 0.872623 -6.473445
62.628315 -5.600902 0.875814 -6.476716
62.646189 -5.600890 0.880431 -6.481321
62.664062 -5.600813 0.886425 -6.487238
62.681935 -5.600726 0.894595 -6.495321
62.699809 -5.600696 0.905824 -6.506520
62.717682 -5.600777 0.920115 -6.520892
62.735555 -5.600951 0.935951 -6.536902
62.753429 -5.601154 0.950543 -6.551697
62.771302 -5.601308 0.960766 -6.562073
62.789176 -5.601340 0.964393 -6.565733
62.807049 -5.601204 0.961213 -6.562417
62.824922 -5.601010 0.953244 -6.554254
62.842796 -5.600925 0.943322 -6.544246
62.860669 -5.600966 0.932961 -6.533927
62.878542 -5.600976 0.922040 -6.523017
62.896416 -5.600863 0.910617 -6.511480
62.914289 -5.600704 0.900194 -6.500898
62.932163 -5.600643 0.892807 -6.493450
62.950036 -5.600720 0.889255 -6.489975
62.967909 -5.600862 0.888500 -6.489362
62.985783 -5.600938 0.888713 -6.489651
63.003656 -5.600905 0.888810 -6.489715
63.021529 -5.600842 0.888987 -6.489830
63.039403 -5.600841 0.889891 -6.490732
63.057276 -5.600954 0.891285 -6.492240
63.075150 -5.601108 0.891550 -6.492657
63.093023 -5.601182 0.888614 -6.489795
63.110896 -5.601098 0.881646 -6.482745
63.128770 -5.600930 0.872015 -6.472945
63.146643 -5.600848 0.862283 -6.463131
63.164516 -5.600912 0.853919 -6.454830
63.182390 -5.600937 0.846695 -6.447632
63.200263 -5.600843 0.840582 -6.441425
63.218137 -5.600796 0.836545 -6.437341
63.236010 -5.600883 0.834872 -6.435755
63.253883 -5.600996 0.834199 -6.435195
63.271757 -5.601064 0.832609 -6.433674
63.289630 -5.601070 0.828921 -6.429990
63.307503 -5.601027 0.822999 -6.424025
63.325377 -5.600920 0.815671 -6.416591
63.343250 -5.600738 0.808808 -6.409546
