#t E KE PE
63.361124 -5.600515 0.805324 -6.405840
63.378997 -5.600369 0.808464 -6.408833
63.396870 -5.600434 0.820094 -6.420528
63.414744 -5.600718 0.838983 -6.439701
63.432617 -5.601121 0.860595 -6.461715
63.450490 -5.601470 0.878719 -6.480189
63.468364 -5.601614 0.887986 -6.489601
63.486237 -5.601486 0.886110 -6.487596
63.504111 -5.601193 0.874753 -6.475946
63.521984 -5.600901 0.858281 -6.459182
63.539857 -5.600725 0.841328 -6.442054
63.557731 -5.600669 0.827051 -6.427720
63.575604 -5.600684 0.816826 -6.417510
63.593478 -5.600702 0.810853 -6.411555
63.611351 -5.600660 0.809117 -6.409777
63.629224 -5.600572 0.812194 -6.412766
63.647098 -5.600557 0.820957 -6.421514
63.664971 -5.600698 0.835129 -6.435827
63.682844 -5.600932 0.852272 -6.453204
63.700718 -5.601115 0.868636 -6.469751
63.718591 -5.601134 0.881259 -6.482393
63.736465 -5.601015 0.889415 -6.490429
63.754338 -5.600904 0.894207 -6.495111
63.772211 -5.600908 0.896792 -6.497700
63.790085 -5.601014 0.896912 -6.497926
63.807958 -5.601090 0.893142 -6.494232
63.825831 -5.601049 0.884460 -6.485508
63.843705 -5.600945 0.871345 -6.472291
63.861578 -5.600852 0.855345 -6.456197
63.879452 -5.600775 0.838039 -6.438814
63.897325 -5.600648 0.820986 -6.421634
63.915198 -5.600454 0.806528 -6.406982
63.933072 -5.600302 0.797675 -6.397977
63.950945 -5.600292 0.796645 -6.396937
63.968818 -5.600453 0.803426 -6.403879
63.986692 -5.600743 0.815377 -6.416120
64.004565 -5.601073 0.827874 -6.428947
64.022439 -5.601320 0.835796 -6.437117
64.040312 -5.601383 0.835416 -6.436800
64.058185 -5.601251 0.825771 -6.427023
64.076059 -5.600956 0.809001 -6.409957
64.093932 -5.600554 0.789866 -6.390420
64.111805 -5.600179 0.774565 -6.374745
64.129679 -5.600009 0.768655 -6.368664
64.147552 -5.600131 0.774555 -6.374686
64.165426 -5.600451 0.790400 -6.390852
64.183299 -5.600786 0.811331 -6.412117
64.201172 -5.601021 0.831995 -6.433016
64.219046 -5.601119 0.848455 -6.449574
64.236919 -5.601112 0.858794 -6.459906
64.254792 -5.601075 0.862704 -6.463779
64.272666 -5.601036 0.860675 -6.461711
64.290539 -5.600962 0.853523 -6.454485
64.308413 -5.600827 0.842611 -6.443438
64.326286 -5.600660 0.830131 -6.430791
64.344159 -5.600534 0.818670 -6.419204
64.362033 -5.600502 0.810180 -6.410682
64.379906 -5.600543 0.805343 -6.405886
64.397780 -5.600623 0.803656 -6.404279
64.415653 -5.600708 0.803930 -6.404637
64.433526 -5.600751 0.804954 -6.405705
64.451400 -5.600717 0.806144 -6.406862
64.469273 -5.600637 0.807899 -6.408535
64.487146 -5.600573 0.811263 -6.411837
64.505020 -5.600584 0.817048 -6.417631
64.522893 -5.600644 0.825182 -6.425826
64.540767 -5.600704 0.834916 -6.435620
64.558640 -5.600755 0.845402 -6.446157
64.576513 -5.600848 0.855699 -6.456547
64.594387 -5.600937 0.864490 -6.465428
64.612260 -5.600922 0.870657 -6.471579
64.630133 -5.600765 0.874533 -6.475298
64.648007 -5.600553 0.878376 -6.478929
64.665880 -5.600473 0.884990 -6.485462
64.683754 -5.600606 0.895350 -6.495956
64.701627 -5.600862 0.907491 -6.508353
64.719500 -5.601090 0.917675 -6.518765
64.737374 -5.601223 0.922396 -6.523619
64.755247 -5.601219 0.919791 -6.521010
64.773120 -5.601068 0.910352 -6.511420
64.790994 -5.600838 0.896878 -6.497716
64.808867 -5.600662 0.883349 -6.484011
64.826741 -5.600557 0.873246 -6.473804
64.844614 -5.600486 0.868948 -6.469434
64.862487 -5.600526 0.871786 -6.472312
64.880361 -5.600757 0.881073 -6.481830
64.898234 -5.601036 0.893444 -6.494480
64.916107 -5.601206 0.904590 -6.505796
64.933981 -5.601277 0.911453 -6.512730
64.951854 -5.601327 0.912454 -6.513781
64.969728 -5.601379 0.906630 -6.508009
64.987601 -5.601374 0.893440 -6.494814
65.005474 -5.601226 0.873547 -6.474772
65.023348 -5.600960 0.849632 -6.450592
65.041221 -5.600725 0.825928 -6.426653
65.059094 -5.600656 0.806298 -6.406954
65.076968 -5.600757 0.792336 -6.393092
65.094841 -5.600877 0.783369 -6.384245
65.112715 -5.600930 0.778084 -6.379014
65.130588 -5.600888 0.775983 -6.376871
65.148461 -5.600792 0.777781 -6.378573
65.166335 -5.600789 0.784629 -6.385418
65.184208 -5.600930 0.796414 -6.397344
65.202081 -5.601021 0.811311 -6.412332
65.219955 -5.600954 0.827877 -6.428831
65.237828 -5.600945 0.846044 -6.446989
65.255702 -5.601061 0.865059 -6.466120
65.273575 -5.601123 0.882733 -6.483856
65.291448 -5.601087 0.897353 -6.498439
65.309322 -5.601063 0.908508 -6.509571
65.327195 -5.601096 0.916040 -6.517136
65.345069 -5.601154 0.919289 -6.520442
65.362942 -5.601181 0.917510 -6.518691
65.380815 -5.601174 0.910464 -6.511638
65.398689 -5.601127 0.898533 -6.499660
65.416562 -5.600997 0.882896 -6.483893
65.434435 -5.600778 0.865953 -6.466731
65.452309 -5.600552 0.851274 -6.451826
65.470182 -5.600426 0.842472 -6.442898
65.488056 -5.600464 0.841562 -6.442025
65.505929 -5.600635 0.848081 -6.448716
65.523802 -5.600869 0.859399 -6.460268
65.541676 -5.601093 0.871722 -6.472815
65.559549 -5.601218 0.881365 -6.482583
65.577422 -5.601190 0.886089 -6.487279
65.595296 -5.601031 0.885934 -6.486965
65.613169 -5.600861 0.882750 -6.483611
65.631043 -5.600790 0.878617 -6.479408
65.648916 -5.600821 0.874427 -6.475248
65.666789 -5.600910 0.869625 -6.470535
65.684663 -5.600985 0.862940 -6.463926
65.702536 -5.600986 0.853399 -6.454385
65.720409 -5.600903 0.841157 -6.442060
65.738283 -5.600732 0.827830 -6.428562
65.756156 -5.600559 0.816139 -6.416698
65.774030 -5.600496 0.808670 -6.409166
65.791903 -5.600600 0.806289 -6.406889
65.809776 -5.600779 0.807542 -6.408321
65.827650 -5.600911 0.809730 -6.410641
65.845523 -5.600926 0.810710 -6.411636
65.863396 -5.600856 0.809869 -6.410724
65.881270 -5.600765 0.807903 -6.408668
65.899143 -5.600700 0.806020 -6.406720
65.917017 -5.600639 0.805331 -6.405970
65.934890 -5.600562 0.806873 -6.407434
65.952763 -5.600475 0.811835 -6.412310
65.970637 -5.600449 0.821323 -6.421772
65.988510 -5.600555 0.835426 -6.435981
66.006383 -5.600765 0.852391 -6.453156
66.024257 -5.600976 0.869058 -6.470034
66.042130 -5.601109 0.882245 -6.483353
66.060004 -5.601143 0.889923 -6.491065
66.077877 -5.601099 0.891633 -6.492732
66.095750 -5.601000 0.888302 -6.489302
66.113624 -5.600857 0.881848 -6.482704
66.131497 -5.600659 0.874998 -6.475657
66.149371 -5.600475 0.871042 -6.471517
66.167244 -5.600442 0.872679 -6.473122
66.185117 -5.600642 0.880149 -6.480791
66.202991 -5.600992 0.890351 -6.491343
66.220864 -5.601302 0.898094 -6.499396
66.238737 -5.601420 0.898702 -6.500122
66.256611 -5.601273 0.890373 -6.491646
66.274484 -5.600922 0.875160 -6.476082
66.292358 -5.600507 0.858248 -6.458755
66.310231 -5.600213 0.845852 -6.446065
66.328104 -5.600216 0.842325 -6.442541
66.345978 -5.600558 0.847611 -6.448170
66.363851 -5.601024 0.857078 -6.458102
66.381724 -5.601316 0.864412 -6.465728
66.399598 -5.601280 0.865581 -6.466861
66.417471 -5.600988 0.861056 -6.462044
66.435345 -5.600674 0.854974 -6.455647
66.453218 -5.600591 0.851765 -6.452356
66.471091 -5.600739 0.852889 -6.453628
66.488965 -5.600993 0.856389 -6.457382
66.506838 -5.601284 0.858440 -6.459723
66.524711 -5.601552 0.854617 -6.456169
66.542585 -5.601640 0.841261 -6.442902
66.560458 -5.601406 0.817664 -6.419070
66.578332 -5.600832 0.788033 -6.388865
66.596205 -5.600177 0.761241 -6.361418
66.614078 -5.599893 0.746772 -6.346666
66.631952 -5.600108 0.748930 -6.349037
66.649825 -5.600505 0.765087 -6.365592
66.667698 -5.600847 0.789196 -6.390043
66.685572 -5.601119 0.815249 -6.416368
66.703445 -5.601282 0.838382 -6.439664
66.721319 -5.601245 0.855716 -6.456962
66.739192 -5.601096 0.867050 -6.468146
66.757065 -5.600984 0.873837 -6.474822
66.774939 -5.600936 0.877326 -6.478262
66.792812 -5.600878 0.878073 -6.478950
66.810685 -5.600825 0.876540 -6.477365
66.828559 -5.600801 0.873167 -6.473968
66.846432 -5.600786 0.868110 -6.468897
66.864306 -5.600753 0.861452 -6.462204
66.882179 -5.600696 0.853589 -6.454285
66.900052 -5.600641 0.845260 -6.445901
66.917926 -5.600597 0.837265 -6.437862
66.935799 -5.600551 0.830335 -6.430887
66.953673 -5.600478 0.825366 -6.425843
66.971546 -5.600387 0.823594 -6.423981
66.989419 -5.600345 0.826307 -6.426652
67.007293 -5.600434 0.833937 -6.434371
67.025166 -5.600644 0.845166 -6.445810
67.043039 -5.600880 0.856997 -6.457877
67.060913 -5.601048 0.865956 -6.467004
67.078786 -5.601116 0.869401 -6.470518
67.096660 -5.601113 0.866119 -6.467233
67.114533 -5.601061 0.856185 -6.457246
67.132406 -5.600998 0.840488 -6.441486
67.150280 -5.600901 0.820450 -6.421351
67.168153 -5.600728 0.798196 -6.398924
67.186026 -5.600469 0.777012 -6.377481
67.203900 -5.600205 0.761242 -6.361447
67.221773 -5.600078 0.755040 -6.355119
67.239647 -5.600146 0.760565 -6.360710
67.257520 -5.600366 0.777003 -6.377369
67.275393 -5.600692 0.800954 -6.401646
67.293267 -5.601072 0.827339 -6.428412
67.311140 -5.601455 0.850205 -6.451661
67.329013 -5.601735 0.863832 -6.465567
67.346887 -5.601763 0.864510 -6.466273
67.364760 -5.601408 0.852712 -6.454120
67.382634 -5.600809 0.834298 -6.435107
67.400507 -5.600442 0.818021 -6.418463
67.418380 -5.600522 0.809413 -6.409935
67.436254 -5.600746 0.807973 -6.408718
67.454127 -5.600888 0.810439 -6.411327
67.472000 -5.600963 0.814044 -6.415007
67.489874 -5.601010 0.816985 -6.417995
67.507747 -5.601006 0.818171 -6.419176
67.525621 -5.600945 0.817303 -6.418248
67.543494 -5.600834 0.815013 -6.415846
67.561367 -5.600667 0.812921 -6.413588
67.579241 -5.600494 0.813447 -6.413941
67.597114 -5.600453 0.818815 -6.419267
67.614987 -5.600627 0.829325 -6.429953
67.632861 -5.600924 0.842445 -6.443369
67.650734 -5.601175 0.853953 -6.455128
67.668608 -5.601256 0.860264 -6.461520
67.686481 -5.601142 0.860192 -6.461333
67.704354 -5.600888 0.855396 -6.456284
67.722228 -5.600588 0.849663 -6.450251
67.740101 -5.600396 0.847291 -6.447686
67.757974 -5.600413 0.850921 -6.451335
67.775848 -5.600603 0.860126 -6.460729
67.793721 -5.600872 0.871800 -6.472672
67.811595 -5.601105 0.881644 -6.482749
67.829468 -5.601203 0.885868 -6.487071
67.847341 -5.601133 0.882697 -6.483830
67.865215 -5.600937 0.872930 -6.473868
67.883088 -5.600718 0.859344 -6.460062
67.900962 -5.600542 0.845494 -6.446036
67.918835 -5.600453 0.834481 -6.434934
67.936708 -5.600459 0.828152 -6.428612
67.954582 -5.600526 0.826927 -6.427453
67.972455 -5.600593 0.830219 -6.430812
67.990328 -5.600656 0.837078 -6.437734
68.008202 -5.600764 0.846232 -6.446996
68.026075 -5.600894 0.855793 -6.456687
68.043949 -5.600953 0.863661 -6.464615
68.061822 -5.600909 0.868669 -6.469578
68.079695 -5.600789 0.871161 -6.471950
68.097569 -5.600681 0.872484 -6.473166
68.115442 -5.600671 0.873837 -6.474508
68.133315 -5.600763 0.875207 -6.475970
68.151189 -5.600916 0.875106 -6.476022
68.169062 -5.601032 0.871364 -6.472396
68.186936 -5.601048 0.862382 -6.463429
68.204809 -5.600959 0.847996 -6.448955
68.222682 -5.600785 0.829701 -6.430487
68.240556 -5.600569 0.810302 -6.410871
68.258429 -5.600389 0.793094 -6.393483
68.276302 -5.600294 0.780848 -6.381142
68.294176 -5.600335 0.774955 -6.375290
68.312049 -5.600498 0.774865 -6.375362
68.329923 -5.600666 0.778382 -6.379048
68.347796 -5.600736 0.783133 -6.383869
68.365669 -5.600705 0.787995 -6.388700
68.383543 -5.600646 0.793207 -6.393853
68.401416 -5.600640 0.799420 -6.400060
68.419289 -5.600688 0.806736 -6.407424
68.437163 -5.600727 0.814609 -6.415336
68.455036 -5.600686 0.822629 -6.423315
68.472910 -5.600562 0.831390 -6.431951
68.490783 -5.600439 0.842475 -6.442914
68.508656 -5.600458 0.857188 -6.457646
68.526530 -5.600656 0.874856 -6.475512
68.544403 -5.600922 0.892396 -6.493318
68.562276 -5.601124 0.905745 -6.506869
68.580150 -5.601206 0.911726 -6.512933
68.598023 -5.601194 0.908906 -6.510100
68.615897 -5.601096 0.897588 -6.498684
68.633770 -5.600956 0.879466 -6.480423
68.651643 -5.600791 0.857173 -6.457964
68.669517 -5.600614 0.833908 -6.434522
68.687390 -5.600459 0.813027 -6.413486
68.705264 -5.600362 0.797540 -6.397902
68.723137 -5.600365 0.789478 -6.389842
68.741010 -5.600476 0.789322 -6.389799
68.758884 -5.600674 0.795795 -6.396469
68.776757 -5.600899 0.806212 -6.407111
68.794630 -5.601055 0.817480 -6.418535
68.812504 -5.601114 0.827227 -6.428341
68.830377 -5.601121 0.834292 -6.435413
68.848251 -5.601100 0.838358 -6.439459
68.866124 -5.601031 0.839593 -6.440624
68.883997 -5.600936 0.838720 -6.439656
68.901871 -5.600882 0.836739 -6.437621
68.919744 -5.600911 0.834069 -6.434980
68.937617 -5.600935 0.830241 -6.431176
68.955491 -5.600824 0.825003 -6.425827
68.973364 -5.600583 0.819819 -6.420402
68.991238 -5.600332 0.817984 -6.418316
69.009111 -5.600290 0.822669 -6.422959
69.026984 -5.600521 0.834197 -6.434719
69.044858 -5.600893 0.849091 -6.449984
69.062731 -5.601204 0.861833 -6.463037
69.080604 -5.601331 0.867687 -6.469018
69.098478 -5.601235 0.864677 -6.465912
69.116351 -5.600988 0.854100 -6.455088
69.134225 -5.600759 0.839439 -6.440198
69.152098 -5.600650 0.824242 -6.424892
69.169971 -5.600627 0.810642 -6.411269
69.187845 -5.600632 0.799509 -6.400140
69.205718 -5.600696 0.791044 -6.391740
69.223591 -5.600825 0.784642 -6.385467
69.241465 -5.600938 0.778920 -6.379858
69.259338 -5.600926 0.772853 -6.373780
69.277212 -5.600785 0.767118 -6.367904
69.295085 -5.600642 0.764026 -6.364668
69.312958 -5.600616 0.765793 -6.366409
69.330832 -5.600656 0.773097 -6.373753
69.348705 -5.600704 0.785388 -6.386093
69.366578 -5.600803 0.801562 -6.402366
69.384452 -5.601012 0.819545 -6.420558
69.402325 -5.601251 0.835989 -6.437240
69.420199 -5.601431 0.847201 -6.448631
69.438072 -5.601457 0.850614 -6.452071
69.455945 -5.601255 0.846154 -6.447409
69.473819 -5.600891 0.837014 -6.437904
69.491692 -5.600623 0.828356 -6.428978
69.509566 -5.600658 0.823758 -6.424416
69.527439 -5.600829 0.822913 -6.423742
69.545312 -5.600908 0.823360 -6.424268
69.563186 -5.600866 0.823502 -6.424368
69.581059 -5.600801 0.823343 -6.424145
69.598932 -5.600769 0.823505 -6.424274
69.616806 -5.600775 0.824377 -6.425152
69.634679 -5.600813 0.825866 -6.426679
69.652553 -5.600845 0.827592 -6.428437
69.670426 -5.600788 0.829479 -6.430267
69.688299 -5.600637 0.832567 -6.433204
69.706173 -5.600523 0.838943 -6.439466
69.724046 -5.600603 0.849983 -6.450586
69.741919 -5.600862 0.864317 -6.465179
69.759793 -5.601123 0.878124 -6.479247
69.777666 -5.601246 0.887475 -6.488721
69.795540 -5.601181 0.890401 -6.491583
69.813413 -5.600980 0.887601 -6.488580
69.831286 -5.600753 0.881837 -6.482591
69.849160 -5.600600 0.876345 -6.476945
69.867033 -5.600516 0.873421 -6.473937
69.884906 -5.600439 0.874396 -6.474835
69.902780 -5.600411 0.880120 -6.480531
69.920653 -5.600528 0.890438 -6.490965
69.938527 -5.600800 0.903072 -6.503872
69.956400 -5.601125 0.913635 -6.514760
69.974273 -5.601368 0.917148 -6.518516
69.992147 -5.601473 0.909860 -6.511333
70.010020 -5.601341 0.890658 -6.491999
70.027893 -5.600910 0.862275 -6.463185
70.045767 -5.600312 0.831721 -6.432033
70.063640 -5.599953 0.807832 -6.407786
70.081514 -5.600062 0.795922 -6.395984
70.099387 -5.600379 0.794962 -6.395341
70.117260 -5.600619 0.800416 -6.401035
70.135134 -5.600734 0.808149 -6.408883
70.153007 -5.600750 0.815837 -6.416588
70.170880 -5.600720 0.822649 -6.423369
70.188754 -5.600694 0.828496 -6.429190
70.206627 -5.600713 0.833350 -6.434064
70.224501 -5.600783 0.836748 -6.437531
70.242374 -5.600830 0.837861 -6.438691
70.260247 -5.600784 0.836324 -6.437108
70.278121 -5.600673 0.833042 -6.433716
70.295994 -5.600625 0.829702 -6.430326
70.313867 -5.600654 0.827252 -6.427906
70.331741 -5.600639 0.825749 -6.426388
70.349614 -5.600622 0.825401 -6.426023
70.367488 -5.600741 0.826099 -6.426840
70.385361 -5.600872 0.826326 -6.427198
70.403234 -5.600792 0.824575 -6.425368
70.421108 -5.600519 0.822004 -6.422523
70.438981 -5.600342 0.822075 -6.422416
70.456855 -5.600442 0.827004 -6.427446
70.474728 -5.600721 0.835342 -6.436063
70.492601 -5.600986 0.843104 -6.444090
70.510475 -5.601119 0.846440 -6.447558
70.528348 -5.601104 0.843350 -6.444454
70.546221 -5.600955 0.834157 -6.435112
70.564095 -5.600701 0.821422 -6.422123
70.581968 -5.600442 0.809292 -6.409734
70.599842 -5.600318 0.801890 -6.402208
70.617715 -5.600373 0.801419 -6.401792
70.635588 -5.600522 0.807495 -6.408017
70.653462 -5.600710 0.817970 -6.418680
70.671335 -5.600905 0.829866 -6.430771
70.689208 -5.601046 0.840050 -6.441096
70.707082 -5.601081 0.846119 -6.447200
70.724955 -5.600997 0.847199 -6.448196
70.742829 -5.600831 0.844196 -6.445027
70.760702 -5.600641 0.839404 -6.440044
70.778575 -5.600523 0.835445 -6.435968
70.796449 -5.600542 0.833930 -6.434472
70.814322 -5.600686 0.834565 -6.435251
70.832195 -5.600853 0.835414 -6.436266
70.850069 -5.600924 0.834304 -6.435229
70.867942 -5.600826 0.830482 -6.431308
70.885816 -5.600596 0.825562 -6.426158
70.903689 -5.600379 0.823010 -6.423390
70.921562 -5.600367 0.825908 -6.426274
70.939436 -5.600579 0.834517 -6.435096
70.957309 -5.600824 0.846116 -6.446941
70.975182 -5.600913 0.857364 -6.458277
70.993056 -5.600836 0.866700 -6.467536
71.010929 -5.600739 0.874631 -6.475369
71.028803 -5.600771 0.881931 -6.482702
71.046676 -5.600903 0.887879 -6.488782
71.064549 -5.601017 0.890409 -6.491426
71.082423 -5.601030 0.887686 -6.488717
71.100296 -5.600954 0.879352 -6.480305
71.118169 -5.600877 0.866373 -6.467250
71.136043 -5.600840 0.850009 -6.450849
71.153916 -5.600803 0.831219 -6.432022
71.171790 -5.600701 0.811133 -6.411833
71.189663 -5.600505 0.791890 -6.392395
71.207536 -5.600267 0.776847 -6.377114
71.225410 -5.600089 0.769788 -6.369877
71.243283 -5.600045 0.773543 -6.373588
71.261157 -5.600170 0.788785 -6.388956
71.279030 -5.600427 0.813569 -6.413996
71.296903 -5.600713 0.843881 -6.444593
71.314777 -5.600965 0.874877 -6.475842
71.332650 -5.601164 0.902047 -6.503211
71.350523 -5.601322 0.921693 -6.523015
71.368397 -5.601421 0.930988 -6.532409
71.386270 -5.601405 0.928406 -6.529811
71.404144 -5.601203 0.914542 -6.515745
71.422017 -5.600838 0.892794 -6.493633
71.439890 -5.600440 0.868967 -6.469407
71.457764 -5.600193 0.849284 -6.449477
71.475637 -5.600197 0.837783 -6.437979
71.493510 -5.600371 0.834959 -6.435329
71.511384 -5.600606 0.838534 -6.439140
71.529257 -5.600841 0.844948 -6.445789
71.547131 -5.601058 0.850280 -6.451338
71.565004 -5.601172 0.851079 -6.452250
71.582877 -5.601160 0.845417 -6.446577
71.600751 -5.601081 0.833274 -6.434356
71.618624 -5.601001 0.815899 -6.416900
71.636497 -5.600881 0.795104 -6.395985
71.654371 -5.600669 0.773463 -6.374132
71.672244 -5.600438 0.754632 -6.355071
71.690118 -5.600319 0.742242 -6.342561
71.707991 -5.600332 0.738192 -6.338524
71.725864 -5.600401 0.742314 -6.342715
71.743738 -5.600497 0.753167 -6.353665
71.761611 -5.600603 0.768706 -6.369309
71.779484 -5.600711 0.786620 -6.387331
71.797358 -5.600799 0.804625 -6.405423
71.815231 -5.600859 0.820695 -6.421554
71.833105 -5.600899 0.833224 -6.434123
71.850978 -5.600901 0.841159 -6.442059
71.868851 -5.600866 0.844169 -6.445035
71.886725 -5.600776 0.842795 -6.443570
71.904598 -5.600654 0.838417 -6.439072
71.922471 -5.600522 0.832996 -6.433518
71.940345 -5.600409 0.828671 -6.429080
71.958218 -5.600412 0.827067 -6.427480
71.976092 -5.600554 0.828132 -6.428686
71.993965 -5.600731 0.829905 -6.430636
72.011838 -5.600832 0.829935 -6.430767
72.029712 -5.600818 0.826843 -6.427661
72.047585 -5.600675 0.821065 -6.421740
72.065458 -5.600437 0.814987 -6.415424
72.083332 -5.600258 0.812121 -6.412379
72.101205 -5.600293 0.815005 -6.415298
72.119079 -5.600521 0.823157 -6.423678
72.136952 -5.600735 0.833420 -6.434154
72.154825 -5.600797 0.842510 -6.443307
72.172699 -5.600733 0.849056 -6.449789
72.190572 -5.600648 0.853501 -6.454148
72.208446 -5.600591 0.856896 -6.457487
72.226319 -5.600537 0.860139 -6.460676
72.244192 -5.600487 0.863997 -6.464484
72.262066 -5.600487 0.869068 -6.469554
72.279939 -5.600584 0.875129 -6.475714
72.297812 -5.600745 0.880562 -6.481307
72.315686 -5.600828 0.883106 -6.483933
72.333559 -5.600745 0.881637 -6.482382
72.351433 -5.600550 0.877226 -6.477776
72.369306 -5.600376 0.872510 -6.472886
72.387179 -5.600312 0.869967 -6.470279
72.405053 -5.600376 0.870519 -6.470895
72.422926 -5.600499 0.873377 -6.473876
72.440799 -5.600628 0.876800 -6.477428
72.458673 -5.600718 0.878978 -6.479696
72.476546 -5.600762 0.878658 -6.479420
72.494420 -5.600788 0.875242 -6.476030
72.512293 -5.600828 0.868390 -6.469217
72.530166 -5.600856 0.857720 -6.458576
72.548040 -5.600834 0.843105 -6.443940
72.565913 -5.600728 0.825284 -6.426012
72.583786 -5.600540 0.806276 -6.406817
72.601660 -5.600321 0.789262 -6.389583
